,id,translation,transliteration
3612,3407,Kaluwada,Kà-lu-wa-da
3613,3408,Kalza,Kà-al-za
3614,3409,Kamalia,kà-ma-li-a
3615,3410,Kamdānum,Kà-am-da-num
3616,3411,Kamlia,kam-li-a
3617,3412,Kammalia,Kà-ma-li-a
3618,3413,Kammalia,Kam-ma-li-a
3619,3414,Kammalia,kam-ma-li-a
3621,3415,Kammalia,ku-ma-li-a
3622,3416,Kammaliatarawa,Kam-ma-li-a-ta-ra-wa
3623,3417,Kana,kà-na
3624,3418,Kana,Kà-na
3625,3419,Kana,Kà-na-a
3626,3420,Kanakana,kà-na-kà-na
3627,3421,Kanana,kà-na-na
3628,3422,Kanana,Kà-na-na
3629,3423,Kanana,Kà-na-na-a
3630,3424,Kanani,Kà-na-ni
3631,3425,Kanapini,Kà-na-pì-ni
3632,3426,Kanasu,kà-na-sú
3633,3427,Kani,Kà-ni
3634,3428,Kanisia,kà-ni-sí-a
3635,3429,Kanizia,Kà-ni-zi-a
3636,3430,Kanmalia,kán-ma-li-a
3637,3431,Kanua,Kà-nu-a
3638,3432,Kanua,Kà-nu-wa
3639,3433,Kanuašu,Kà-nu-a-šu
3640,3434,Kanula,Kà-nu-lá
3641,3435,Kanula,Kà-nu-li
3642,3436,Kanuli,kà-nu-li
3643,3437,Kanunu,Kà-nu-nu
3644,3438,Kanunu,kà-nu-nu-ú
3645,3439,Kanunû,Kà-nu-nu-ú
3646,3440,Kanunuwa,kà-nu-nu-wa
3647,3441,Kanutum,Kà-nu-tum
3648,3442,Kapa,Kà-pá-a
3649,3443,Kapasi,Kà-pá-zi
3650,3444,Kapasili,Kà-pá-zi-li
3651,3445,Kapasua,Kà-pá-zu-a
3652,3446,Kapašunua,Kà-pá-šu-nu-a
3653,3447,Kapašunua,Kà-pá-šu-nu-wa
3654,3448,Kapašunuwa,kà-pá-šu-nu-wa
3655,3449,Kapatia,Kà-pá-tí-a
3656,3450,Kapia,Kà-pí-a
3657,3451,Kapiria,kà-pí-ri-a
3658,3452,Kapiuman,kà-pì-ú-m[a-an]
3659,3453,Kapria,Kà-áp-ri-a
3660,3454,Kapsia,Kà-áp-zi-a
3661,3455,Kapsia,Kà-áp-zi
3662,3456,Kapsiašwa,Kà-áp-zi-
3663,3457,Kapu,Kà-pu-ú
3664,3458,Kapu'uman,Kà-pu-ú-ma-an
3665,3459,Kapu'uman,Kà-pu-wu-ma-an
3666,3460,Kapu'uman,Kà-pu-i-ú-ma-an
3667,3461,Kapu’uman,kà-pu-ú-ma-an
3668,3462,Kapuiuman,kà-pu-i-ú-ma-an
3669,3463,Kapusia,Kà-pu-zi-a
3670,3464,Kapuwuman,kà-pu-wa-ma-an
3672,3465,Kapuwuman,kà-pu-wu-ma-an
3673,3466,Kapzia,kà-áp-zi-a
3674,3467,Kapziašwe,kà-áp-zi-áš-we
3675,3468,Kara,Kà-ra-a
3676,3469,Karada,Kà-ra-da
3677,3470,Karadan,{m}kà-ra-dan
3678,3471,Karara,Kà-ra-ra
3679,3472,Karašu,Kà-ra-šu-x
3680,3473,Karašuman,Kà-ra-šu-ma-an
3681,3474,Karašuna,ká-ra-šu-na
3682,3475,Karašuna,Kà-ra-šu-na
3685,3478,Karawa,Kà-ra-wa
3686,3479,Karda,Kà-ar-da
3687,3480,Karda,Kà-ar-da-a
3688,3481,Karda,Kàr-da-a
3689,3482,Kardinua,kà-ar-dí-nu-a
3690,3483,Kardinuwa,Kà-ar-tí-nu-a
3691,3484,Karia,Kà-ri-a
3692,3485,Karnalaki,Kà-ar-na-lá-[x]
3693,3486,Karnapaka,Kà-ar-na-pá-kà
3694,3487,Karria,Kà-ri-a
3695,3488,Karria,Kàr-ri-a
3697,3489,Karšini,kà-ar-ší-ni
3698,3490,Karšunuwa,Kà-ra-šu-na
3699,3491,Karšunuwa,Kà-ar-šu-nu-a
3700,3492,Karšunuwa,Kà-ra-šu-nu-[a]
3701,3493,Karua,kà-ru-ú-a
3702,3494,Karubua,Kà-ru-pu-a
3703,3495,Karunua,kà-ru-nu-a
3704,3496,Karunuwa,Kà-ru-nu-a
3705,3497,Karunuwa,Kà-ru-nu-wa
3706,3498,Karunuwa,Kà-ru-nu-wa-a
3707,3499,Karunuwa,kà-ru-nu-wa
3708,3500,Karunuwa,kà-ru-<nu->wa
3709,3501,Karuwa,Kà-ru-a
3710,3502,Karuwa,Kà-ru-wa
3711,3503,Karuwa,Kà-ru-wa-a
3712,3504,Karuwa,Kà-lu-a
3713,3505,Karuwa,Kàr-wa
3714,3506,Karuwa,Kàr-wa-a
3715,3507,Karuwa,Kà-ar-wa-a
3716,3508,Karuwa,Kàr-wa-a-a
3717,3509,Karwa,Kàr-wa
3718,3510,Karwa,Kàr-wa-a
3719,3511,Karwa,Kà-ar-wa-a
3720,3512,Karwa,Kàr-wa-a-a
3721,3513,Karzilili,Kà-ar-zi-li-li
3722,3514,Kasa,Kà-sá
3723,3515,Kasa,Kà-za-a
3724,3516,Kasana,kà-sà-na
3725,3517,Kasasa,Kà-sá-sá
3726,3518,Kasasa,Kà-za-za
3727,3519,Kasasa,Kà-za-sá
3728,3520,Kasba,Kà-as-pá
3729,3521,Kasba,Kà-zu-pá
3730,3522,Kasi,Kà-zi
3731,3523,Kasia,Kà-zi-a
3732,3524,Kasisi,Kà-sí-sí
3733,3525,Kaskanuil,Kà-as-kà-nu-i-el
3734,3526,Kaslum,Kà-as-lim
3735,3527,Kaspum-rabi,KÙ.BABBAR-GAL
3736,3528,Kašši,kà-áš-ší
3737,3529,Kasu,Kà-zu
3738,3530,Kata,Kà-ta-a
3739,3531,Katakata,Kà-da-kà-da
3740,3532,Katala,Kà-da-lá
3741,3533,Katarsia,Kà-dar-zi-a
3742,3534,Katata,Kà-ta-ta-a
3743,3535,Katida,Kà-tí-da
3744,3536,Katilili,Kà-tí-li-li
3745,3537,Katkali,Kà-at-kà-li
3746,3538,Katua,Kà-du-a
3747,3539,Katukatu,Kà-du-kà-du
3748,3540,Kauba,kà-ú-ba-a
3749,3541,Kaupa,Kà-ú-ba
3750,3542,Kaupa,Kà-ú-ba-a
3751,3543,Kawa,kà-wa
3752,3544,Kawa,Kà-wa-a
3753,3545,Kawa,Kà-wa-áš
3754,3546,Kawa,Kà-wa-a-áš
3755,3547,Kawa’aš,kà-wa-a-áš
3756,3548,Kawa(š),Kà-wa-a
3757,3549,Kawa(š),Kà-wa-áš
3758,3550,Kawa(š),Kà-wa-a-áš
3759,3551,Kawala,Kà-wa-lá
3760,3552,Kayadum,Kà-a-dim
3761,3553,Kayadum,Kà-a-a-dim
3762,3554,Kayadum,Kà-a-dí-im
3763,3555,Kayadum,Kà-i-dim
3764,3556,Kaza,kà-za-a
3766,3557,Kaza,k[à-...]
3767,3558,Kazabali,Kà-za-ba-a-li
3768,3559,Kazakzili,Kà-za-ak-zi-li
3769,3560,Kazakzitiš,Kazakzili
3770,3561,Kazali,Kà-a-za-lim
3771,3562,Kazapali,Kà-za-pá-a-li
3772,3563,Kazaza,kà-za-za
3773,3564,Kazua,kà-zu-a
3774,3565,Kazua,Kà-zu-a
3775,3566,Kazua,Kà-zu-wa
3776,3567,Kazuba,kà-sú-ba
3777,3568,Kazuka,Kà-zu!-kà
3778,3569,Kazupa,kà-zu-pá
3779,3570,Kazuwa,kà-zu-wa
3780,3571,Kazuzu,Ga-zu-zu
3781,3572,Kella,Ki-lá
3782,3573,Kēna-Aššur,ke-na-a-šùr
3783,3574,Kēnāya,Ki-na-a
3784,3575,Kēnāya,Ki-na-a-a
3785,3576,Kēnāya,Gi-na-a-a
3786,3577,Kēnua,Ki-nu-a
3787,3578,Kēnum,Ki-num
3788,3579,Kēnum-Aššur,Ki-nu-um-A-šùr
3789,3580,Kēnum-Aššur,Ki-na-A-šur
3790,3581,Kēnum-waqar,Ki-nu-um-wa-qar
3791,3582,Kibal,ki-bá-al
3792,3583,Kida,Ki-da-a
3793,3584,Kidahšu,ki-da-ah-šu
3794,3585,Kidar,Ki-da-ar
3795,3586,Kidar,Ki-ta-ar
3796,3587,Kidašu,Ki!-da-šu
3797,3588,Kidim,Ki-dí-im
3798,3589,Kikarašnahšu,Ki-kà-ar-áš-na-ah-šu
3799,3590,Kikarašnahšu,ki-kà-ar-áš-na-ah<-šu>
3800,3591,Kikarašnahšu,ki-kà-ar-áš-na-ah-šu
3801,3592,Kikarnahšu,Ki-kà-ar-na-ah-šu
3802,3593,Kikarša,Ki-kà-ar-ša
3803,3594,Kikarša(n),ki-kà-ar-ša-an
3804,3595,Kikarša(n),ki-kà-ar-ša
3805,3596,Kikaršahšu,Ki-kà-ar-ša-ah-šu
3806,3597,Kikaršan,ki-kà-ar-ša-an
3807,3598,Kikaršan,ki-kar-ša-an
3808,3599,Kikaršan,ki-kàr-ša-an
3811,3600,Kikaršan,Ki-kàr-ša-an
3812,3601,Kikaršan,Ki-kà-ar-ša-an
3813,3602,Kikaršan,Ki-kàr-ší-en
3814,3603,Kikaršin,ki-kàr-ší-in4
3815,3604,Kikazu,Ki-kà-zu
3816,3605,Kiki,Ki-ki
3817,3606,Kiki,Ki-i-ki
3818,3607,Kiki,Ki-ki-i
3819,3608,Kikianum,Ki-ki-a-nim
3820,3609,Kikib,Ki-ki-ib
3821,3610,Kikidānum,Ki-ki-da-nim
3822,3611,Kikini,Ki-ki-ni
3823,3612,Kila,Ki-lá
3824,3613,Kilalabu,Ki-lá-lá-bu
3825,3614,Kilali,ki-lá-lim
3826,3615,Kilalum,Ki-lá-lim
3827,3616,Kilariwa,ki-la-ri-wa
3828,3617,Kilawira,Ki-lá-wi-ra
3829,3618,Kildu,Ki-el-du
3830,3619,Kili,ki-li
3831,3620,Kilili,Ki-li-li
3832,3621,Kiliya,Ki-li-a
3833,3622,Kimaham,Ki-ma-ha-am
3834,3623,Kimarnala,Ki-ma-ar-na-lá
3835,3624,Kimarniman,ki-ma-ar-ni-ma-an
3836,3625,Kimelu,ki-me!-lu
3837,3626,Kimernala,ki-me-er-na-lá
3838,3627,King,wa-ak-lúm-ma
3839,3628,King,wa-ak-lúm
3840,3629,Kini,Ki-na-na-tí-i
3841,3630,Kiniahšu,Ki-ni-a-ah-šu
3842,3631,Kiniahšu,ki!-ni-a-ah-šu
3843,3632,Kinua,ki-nu-a
3844,3633,Kinwanuwa,Ki-in-wa-nu-wa
3845,3634,Kipal,Ki-pá-al
3846,3635,Kipanu,Ki-pá-nu
3847,3636,Kipu’uman,ki-pu-ú-ma-an
3848,3637,Kipuman,Ki-pu-ú-ma-an
3849,3638,Kipuman,Ku-pu-ú-ma-an
3850,3639,Kiri,ki-ri
3851,3640,Kiriš,ki-ri
3852,3641,Kiriš,ki-ri-iš
3853,3642,Kirri,Ki-ri
3854,3643,Kirri,Ki-ri-iš
3855,3644,Kišaranānum,Ki-ša-ra-num
3856,3645,Kishanuel,Ki-is-ha-nu-el
3857,3646,Kishanuel,Ki-is-ha-nu-we-el
3858,3647,Kishanuel,GIŠ-ha-nu-el
3859,3648,Kishanuel,Kà-as-ha-nu-el
3860,3649,Kišrān,Ki-iš-ra-an
3861,3650,Kištahšu,ki-iš-ta-ah-šu
3862,3651,Kisuru,ki-sú-ru
3863,3652,Kitkidu,ki-it-ki-du
3864,3653,Kitkitu,Ki-it-ki-tù
3865,3654,Kittam-bēl-<gap>,Ki-tám-be-el-x x
3866,3655,Kizi,Ki-zi
3867,3656,Kizila,Ki-zi-lá
3868,3657,Kizimānum,Ki-zi-ma-nim
3869,3658,Kizum,Ki-zu-um
3870,3659,Kizuru,Ki-zu-ru
3871,3660,Ku-dí,Ku-dí
3872,3661,Ku-e-ta-ar,Ku-e-ta-ar
3873,3662,Ku-ku-a,Ku-ku-a
3874,3663,Ku-lá,Ku-lá
3875,3664,Ku-lu-šu,Ku-lu-šu
3876,3665,Ku-na,Ku-na
3877,3666,Ku-na-a,Ku-na-a
3878,3667,Ku-ša-a,Ku-ša-a
3879,3668,Ku-ta-a,Ku-ta-a
3880,3669,Ku-TI-na,Ku-TI-na
3881,3670,Ku-ul-ša-ša-ma,Ku-ul-ša-ša-ma
3882,3671,Ku-za,Ku-za
3883,3672,Ku-zi,Ku-zi
3884,3673,Kuali,Ku-a-li
3885,3674,Kualma,Ku-al-ma
3886,3675,Kuatar,ku-a-tár
3887,3676,Kuāya,ku-a-a
3888,3677,Kub-atal,Ku-ba-da-al
3889,3678,Kuberiš,{m}ku-be-e-ri-iš
3890,3679,Kūbi-nādā,Ku-be-na-da
3891,3680,Kubia,Ku-bi/be-a
3892,3681,Kubidi,Ku-bi-dí
3893,3682,Kubidi,ku-bi4-di
3894,3683,Kubinari,Ku-bi-na-ri
3895,3684,Kubrurak,Ku-ub-ru-um-ra-ak
3896,3685,Kūbum-ilum,Ku-bu-lim
3897,3686,Kudānum,Ku-da-nim
3898,3687,Kudarili,Ku-da-ri-li
3899,3688,Kudarili,Ku-da-ri-ni
3900,3689,Kudātum,Ku-da-tum
3901,3690,Kudātum,-tim
3902,3691,Kudātum,-tám
3903,3692,Kudātum,Ku-ta-tí
3904,3693,Kudātum,Ku-da-tí-im
3905,3694,Kudida,Ku-dí-da
3906,3695,Kudu,Ku-du
3907,3696,Kudubiš,ku-da-bi4-iš
3908,3697,Kududu,Ku-du-du
3909,3698,Kuduna,Ku-du-na
3910,3699,Kudupiš,ku-du-pì-iš
3911,3700,Kudur-ilī,Ku-du-ur-ì-lí
3912,3701,Kudur-ilī,Ku-du-ri-ì-lí
3913,3702,Kuedar,ku-e-da-ar
3914,3703,Kuetar,Ku-e-da-ar
3915,3704,Kuetar,ku-e-ta-ar
3916,3705,Kukinum,Ku-ki-nim
3917,3706,Kukkulānum,Ku-ku-lá-nim
3918,3707,Kukkulli,Ku-ku-ni
3919,3708,Kukkullia,Ku-ku-li-a
3920,3709,Kuklu,Ku-uk-lu
3921,3710,Kukra,Ku-uk-ra
3922,3711,Kukran,Ku-uk-ra-an
3923,3712,Kuku,Ku-ku-ú
3924,3713,Kuku,Ku-ku
3926,3714,Kukū,Ku-ku
3927,3715,Kukū,Ku-ku-ú
3928,3716,Kukua,Ku-ku-a
3929,3717,Kukua,Ku-ku-a-a
3930,3718,Kukua,Ku-ku-wa
3931,3719,Kukua,Ku-ku-ú-a
3932,3720,Kukuanum,Ku-ku-a-nim
3933,3721,Kukui,Ku-ku-i
3934,3722,Kukulani,ku-ku-lá-ni
3935,3723,Kukuranum,Ku-ku-ra-nim
3936,3724,Kukurum,Ku-ku-ri-im
3937,3725,Kukuzānum,Ku-ku-za-nim
3938,3726,Kukuzi,Ku-ku-zi
3939,3727,Kukuzia,Ku-ku-zi-a
3940,3728,Kula,ku-lá
3941,3729,Kula,Ku-lá/la
3942,3730,Kulakula,Ku-lá-ku-lá
3943,3731,Kulali,ku-lá-li
3944,3732,Kulami,Ku-la-me
3945,3733,Kulana,ku-lá-na
3946,3734,Kulanahšu,ku-la-na-ah-šu
3947,3735,Kulanahšušar,Ku-lá-na-ah-šu-šar
3948,3736,Kulanala,Ku-lá-na-lá
3949,3737,Kulbānum,Ku-ul-ba-num
3950,3738,Kulia,Ku-li-a
3951,3739,Kulialum,Ku-li-a-li[m]
3952,3740,Kulila,Ku-li-lá
3953,3741,Kulili,Ku-li-li
3954,3742,Kuliza,Ku-li-za
3955,3743,Kuliza,ku-li[-za]
3957,3744,Kuliza,ku-li-za
3958,3745,Kulkuli,ku-ul-ku-li
3959,3746,Kulkulia,ku-ul-ku-li-a
3960,3747,Kulkulia,Ku-ul-ku-li
3961,3748,Kulkulia,Ku-ul-ku-li-a
3962,3749,Kulla,Ku-lá/la
3963,3750,Kulmakulma,Ku-ul-ma-ku-ul-ma
3964,3751,Kulšan,Ku-ul-ša-an
3965,3752,Kulšan,ku-ul-ša-ta-áš
3966,3753,Kulšan,ku-ul-ša-an
3967,3754,Kulšata,Ku-ul-ša-ta-áš
3968,3755,Kulšata,Ku-ul-ša-an
3969,3756,Kulšataš,ku-ul-ša-ta-áš
3970,3757,Kulšawašhe,Ku-ul-ša-wa-áš-he-e
3971,3758,Kulšawašhi,ku-al-ša-wa-áš-hi
3972,3759,Kulšum,Ku-ul-šu-um
3973,3760,Kulu,Ku-lu
3974,3761,Kulu,Ku-lu-ú
3975,3762,Kuluba,Ku-lu-ba-a
3976,3763,Kuluka,Ku-lu-ga-a
3977,3764,Kuluki,Ku-lu-ki
3978,3765,Kuluklu,Ku-lu-uk-lu
3979,3766,Kululu,Ku-lu-lu
3980,3767,Kuluman,Ku-lu-ma-an
3981,3768,Kuluman,ku-lu-m[a-an]
3982,3769,Kulumāya,Ku-lu-ma-a
3984,3770,Kulumāya,Ku-lu-ma-a-a
3985,3771,Kulumāya,Ku-lu-ma
3986,3772,Kulumum,Ku-lu-mì-im
3987,3773,Kulumum,Ku-lu-mu-um
3989,3774,Kulunahšu,Ku-lu-na-ah-šu
3990,3775,Kuluwa,Ku-lu-wa
3991,3776,Kuluwa,Ku-lu-a
3992,3777,Kulzia,ku-ul-zi-a
3993,3778,Kulziar,ku-ul-zi-a-ar
3994,3779,Kulziar,Ku-ul-zi-ar
3995,3780,Kulziar,Ku-ul-zi-a-ar
3996,3781,Kumazi,ku-ma-zi
3997,3782,Kūn-ilum,Ku-ni-li
3998,3783,Kūn-ilum,Ku-ni-lim
3999,3784,Kunani,Ku-na-ni
4000,3785,Kunania,ku-na-ni-a
4001,3786,Kunania,Ku-na-ni-a
4002,3787,Kunania,el. kunnan
4003,3788,Kunanili,Ku-na-ni-li
4004,3789,Kunaya,Ku-na-a
4005,3790,Kunaya,Ku-na-a-a
4006,3791,Kuni,Ku-ni
4007,3792,Kunila,Ku-ni-la
4008,3793,Kuninahšušar,ku-ni-na-ah-šu-ša-ar
4009,3794,Kunnana,Ku-na-na
4010,3795,Kunua,Ku-nu-a
4011,3796,Kunuan,Ku-nu-an
4012,3797,Kunuan,Ku-nu-wa-an
4013,3798,Kunuat,Ku-nu-at
4014,3799,Kunudahšu,Ku-nu-da-ah-šu
4015,3800,Kununu,Ku-nu-nu
4016,3801,Kunutahšu,ku-nu-ta-ah-šu
4017,3802,Kunuwa,ku-nu-wa
4019,3803,Kunuwa,ku-nu-a
4020,3804,Kunuwan,ku-nu-wa-an
4021,3805,Kunuwan,ku-nu-wa-an!
4022,3806,Kunzat,Ku-un-za-at
4023,3807,kupiari,[k]u-pì-a-ri
4024,3808,Kupiat,Ku-pí-at
4025,3809,Kupida,Ku-pì-da-a
4026,3810,Kupidahšu,Ku-pí-da-ah-šu
4027,3811,Kupidahšu,ku-pì-da-ah-šu
4028,3812,Kupinahšu,Ku-pì-i-na-ah-šu
4029,3813,Kupita,Ku-pì-ta
4030,3814,Kupitia,Ku-pí-tí-a
4031,3815,Kupunahšu,Ku-pu-na-ah-šu
4032,3816,Kura,Ku-ra
4034,3817,Kura,Ku-ra-a
4035,3818,Kura-<gap>,ku-ra-<gap>
4036,3819,Kurar[a],ku-ra-r[a]
4037,3820,Kurara,ku-ra-ra
4038,3821,Kurari,Ku-ra-ri
4039,3822,Kurašmiš,ku-ra-áš-mì-iš
4040,3823,Kuraya,Ku-ra-a
4041,3824,Kurāya,Ku-ra-a
4042,3825,Kuraya; Kura,Ku-ra-a
4043,3826,Kurbāya,Ku-ur-ba-a
4044,3827,Kurbāya,Ku-ur-ba-a-a
4045,3828,Kurbi-ištar,kur-bi4-ištar
4046,3829,Kurdaša,Ku-ur-da-ša
4047,3830,Kurduba,ku-ur-du-ba
4048,3831,Kurduba,Ku-ur-du-pá
4049,3832,Kuri,Ku-ri
4050,3833,Kuria,Ku-ri-a
4051,3834,Kuriba,Ku-ri-pá
4052,3835,Kurka,ku-ur-kà
4053,3836,Kurka,ku-ur-kà-a
4054,3837,Kurkasiba,Ku-ur-kà-sí-pá
4055,3838,Kurkasiba,Kur-kà-sí-pá
4056,3839,Kurkazipa,ku-ur-kà-zi-pá
4057,3840,Kurkazipa,kur-kà-zi-pá
4058,3841,Kurkudānum,Ku-ur-ku-da-num
4059,3842,Kurkur,Ku-ur-ku-ur
4060,3843,Kurkur,Kur-kur
4061,3844,Kurkura,Ku-ur-ku-ra
4062,3845,Kurkura,kur-ku-ra
4063,3846,Kurkurānum,Ku-ur-ku-ra-num
4064,3847,Kurkurānum,Ku-ur-ku-ra-nam
4065,3848,Kurkuri,ku-ur-ku-ri
4066,3849,Kurkuria,Ku-ur-ku-ri-a
4067,3850,Kurmala,ku-ur-ma-lá
4068,3851,Kurmala,Ku-ur-ma-lá
4069,3852,Kurmala,Ku-ru-ma-lá
4070,3853,Kurpali-<gap>,ku-ur-pá-li[-x]
4071,3854,Kurpalia,Ku-ur-pá-li-[x]
4072,3855,Kurpana,Ku-ur-pá-na
4073,3856,Kurpatal,Ku-ur-pá-tal
4074,3857,Kurša,Ku-ur-ša
4075,3858,Kurta,ku-ur-ta
4076,3859,Kurub-Adad,kur-ub-{d}IŠKUR
4077,3860,Kurub-Aššur,Kur-ba-A-šur
4078,3861,Kurub-ilī,Ku-ur-bi4-li
4079,3862,Kurub-Ištar,Ku-ru-ub-Ištar
4080,3863,Kurub-Ištar,Kur-ub-
4081,3864,Kurub-Suen,Ku-ru-ub-Sú-en6
4082,3865,Kurubiš,Ku-ru-pí-iš
4083,3866,Kurukuru,ku-ru-ku-ru
4084,3867,Kururatum,Ku-ru-ra-tim
4085,3868,Kururu,ku-ru-ru
4086,3869,Kurzana,Kur-za-na
4087,3870,Kurziar,Ku-ur-zi-a-ar
4088,3871,Kusa,Ku-sá-a
4089,3872,Kusa,Ku-za
4090,3873,Kuša,Ku-ša-a
4091,3874,Kuša,Gu-ša-a
4092,3875,Kušadi,Ku-ša-dí
4093,3876,Kušara,Ku-ša-ra
4094,3877,Kusaru,ku-sà-ri-im
4095,3878,Kusatum,Ku-sá-tum
4096,3879,Kuškānum,Ku-uš-kà-nim
4097,3880,Kuskusum,Ku-us-ku-sú-um
4098,3881,Kuskusum,Ku-úš-ku-sú-um
4099,3882,Kuskusum,Ku-ús-ku-sí-im
4100,3883,Kuskusum,Ku-us-ku-sí
4101,3884,Kušuh-atal,Ku-šu-ùh-a-tal
4102,3885,Kušuman,Ku-šu-ma-an
4103,3886,Kušuman,ku!-šu-ma-an
4104,3887,Kuta,Ku-ta
4105,3888,Kutāya,Ku-da-a
4106,3889,Kutāya,Ku-ta-a
4107,3890,Kutāya,Ku-ta-a-a
4109,3891,Kutbakānum,Ku-ut-ba-kà-nim
4110,3892,Kutubiš,Ku-tù-pí-iš
4111,3893,Kuwa,Ku-a-a
4112,3894,Kuwadar,ku-wa-da-ar
4113,3895,Kuwadar,Ku-wa-da-ar
4114,3896,Kuwadar,Ku-wa-dar
4115,3897,Kuwatar,ku-wa-tár
4116,3898,Kuzadia,Ku-za-tí-a
4117,3899,Kuzanum,Ku-za-num
4118,3900,Kuzari,Ku-za-ri
4119,3901,Kuzāya,Ku-za-a-a
4120,3902,Kuzaza,ku-za-za
4121,3903,Kuzazum,Ku-za-zu-um
4122,3904,Kuzazum,Ku-za-zi-im
4123,3905,Kuzazum,Ku-za-zi
4124,3906,Kuzi,Ku-zi
4125,3907,Kuzi,Ku-zi-i
4126,3908,Kuzia,Ku-zi-a
4127,3909,Kuzilānum,Ku-zi-lá-num
4128,3910,Kuzizi,Ku-zi-zi
4129,3911,Kuzizia,Ku-zi-zi-a
4131,3912,Kuzizia,Ku-zi-zi-a-a
4132,3913,Kuzizia,Ku-za-zi-a
4133,3914,Kuzizia,Ku-zu-zi-a
4134,3915,Kuzu,Ku-zu
4135,3916,Kuzu,Ku-zu-ú
4136,3917,Kuzub-ili,Ku-zu-bi4-lí
4137,3918,Kuzubira,Ku-zu-pí-ra
4138,3919,Kuzubira,Ku-zu-up-ra
4139,3920,Kuzum,Ku-zu-um
4140,3921,Kuzum,Ku-zi-im
4141,3922,Kuzum,Ku-za-am
4142,3923,Kuzuzārum,Ku-zu-za-ri-im
4143,3924,Kuzuzum,Ku-zu-zi-im
4144,3925,Lā-iddinaššu,Lá-i-dí-na-šu
4145,3926,La-qep,Lá-qé-pu-um
4146,3927,Lā-qēp,Lá-qé-pu-um
4147,3928,Lā-qēpum,Lá-qé-pu-um
4148,3929,Labadanika,La-ba-da-ni-ga
4149,3930,Labadanika,la!-ba!-da-ni-kà
4150,3931,Laban-nādā,Lá-ba-na-da
4151,3932,Laban-šar-ilāni,lá-ba-an-LUGAL.DINGIR.MEŠ-ni
4152,3933,Labar,La-ba-ar
4153,3934,Labarnaš,la-[ba]-ar-na-áš
4154,3935,Labarnaš,la-ba-ar-na-áš
4155,3936,Labarša,Lá-ba-ar-ša
4156,3937,Labarša,La/Lá-bar-ša
4157,3938,Labarša,lá-bar-š[a]
4158,3939,Labarša,lá-bar-ša
4159,3940,Labašti,La-ba-áš-tí
4160,3941,Labirum,Lá-bi-ri-im
4161,3942,Labuna,la-bu-na
4162,3943,Ladia,Lá-dí-a
4163,3944,Ladušama,lá-du-ša-ma
4164,3945,Lahanum,Lá-ha-nim
4165,3946,Laharša,lá-ha-ar-ša
4166,3947,Lahrahšu,la-ah-ra-ah-šu
4167,3948,Lahrawana,[L]á-ah-ra-wa-na
4168,3949,Lahuma,Lá-hu-ma
4169,3950,Lahurahšu,lá!-hu-ra-ah-šu
4170,3951,Lahuriša,Lá-hu-ri-ša
4171,3952,Lahutahšu,lá!-hu-ra-ah-šu
4172,3953,Laila,Lá-i-lá
4173,3954,Lakan,lá-kà-an
4174,3955,Lakan,Lá-kà-an
4175,3956,Lakan,Lá-kà-ni
4176,3957,Laknanhašušar,Lá-ak-na-an-ha-šu-ša-ar
4177,3958,Laknašu,Lá-ak-na-šu
4178,3959,Lala,Lá-lá
4179,3960,Lalaiš,la-la-iš
4180,3961,Lali,la-lí
4181,3962,Lalia,Lá-li-a
4182,3963,Laluku-<gap>,La-lu-ku-<gap>
4183,3964,Lālum,Lá-lu-um
4184,3965,Lālum,Lá/La-li-im
4185,3966,Lama-<big_gap>,lá-ma-<big_gap>
4186,3967,Lamasi,lá-ma-sí
4187,3968,Lamassatum,Lá-ma-sà-tum
4188,3969,Lamassatum,Lá-ma-sà-tim
4189,3970,Lamassatum,Lá-ma-sú-tum
4190,3971,Lamassī,lá-ma-sí
4191,3972,Lani,La-ni
4192,3973,Lanurum,Lá-nu-ri-im
4193,3974,Laparša,lá-pá-ar-ša
4194,3975,Lapuna,Lá-pu-na
4195,3976,Laqep,Lá-qé-ep
4196,3977,Laqepu,lá-qé-pu
4197,3978,Laqepum,lá-qé-pu-um
4198,3979,Lara,La-ra
4199,3980,Larabum,La-ra-be-im
4200,3981,Larahšu,Lá-ra-a-ah-šu
4201,3982,Larām-Suen,Lá-ra-am-
4202,3983,Larša,Lá-ar-ša
4203,3984,Larša,la-ar-ša
4204,3985,Larta,lá-ar-ta
4205,3986,Latarak,Lá-ta-ra-ak
4206,3987,Lawaduman,lá-wa-du-ma-an
4207,3988,Lawaduman,Lá-wa-du-ma-an
4208,3989,Lawaduman,Lu-wa-du-ma-an
4209,3990,Lawaša,Lá-wa-ša
4210,3991,Lēdiš-Ištar,Li-dí-iš-Ištar
4211,3992,Li-ba-a,Li-ba-a
4212,3993,Li-be-za-an-na-na-e,Li-be-za-an-na-na-e
4213,3994,Li-li,Li-li
4214,3995,Libāya,Li-ba-a
4215,3996,Libāya,Li-ba-a-a
4216,3997,Libbi-Ištar,li-bi-IŠTAR
4217,3998,Libūr-kittum,Li-bur-ki-tám
4218,3999,Liburzani,Li-bu-ur-za-ni
4219,4000,Liburzani,Li-bur-za-ni
4220,4001,Lihšuman,Li-ih-šu-ma-an
4221,4002,Lihšušar,Li-ih-šu-šar
4222,4003,Likidiar,li-ki-dí-a-ar
4223,4004,Likidiar,Li-ki-tí-a-ar
