,Unnamed: 0,id,source_id,row_index,segment_idx,akk,eng,transliteration,translation
41,43,43,,1167,0,ṭup-pá-am ša a-lim{ki} ú ra-bi-ṣa-am ša be-li-a lá ú-na-aḫ ,I shall not obstruct the tablet from the City and the attorney of my lord. ,ṭup-pá-am ša a-lim{ki} ú ra-bi-ṣa-am ša be-li-a lá ú-na-aḫ ,I shall not obstruct the tablet from the City and the attorney of my lord. 
42,44,44,,1167,1,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in ,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. ,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in ,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. 
43,45,45,,1210,0,i-nu-mì i-dí-a-bu-um a-na mu-a-tim ta-ad-nu-ma É a-šùr-be-el-a-wa-tim wa-áš-bu ša ki-ma ili₅-ba-ni ÌR ù DAM.GÀR-ru-šu e-ru-bu-ma um-ma ša ki-ma ili₅-ba-ni-ma ni-kà-sí iš-tí-ni ší-sí um-ma i-dí-a-bu-um-ma ṭup-pí-ku-nu kà-i-lá ù ṭup-pu-a lá-pu-tù-ma i-ba-ší-ú ša-lim-a-šùr a-ḫi li-li-kam-ma iš-tí-šu ší-sí-a ù am-ma ša ki-ma i-a-tí šu-{d}EN.LÍL ù a-mur-IŠTAR i-ša-ḫa-at a-ḫi-a li-zi-zu a-dí a-ḫi i-lá-kà-ni ma-ma-an ṭup-pí-a lá i-pá-té ,"When Iddin-abum was dying and was staying in Aššur-bēl-awātim's house, the representatives of Ilī-bāni, Wardum and his customers, came in(to the house) and Ilī-bāni's representatives said: Settle accounts with us!"" - but Iddin-abum answered: ""Keep your tablets, for my tablets are written and available. Let my brother Šalim-Aššur come, and then settle with him. Then my own representatives, Šu-Illil and Amur-Ištar may assist my brother. Until my brother arrives no one may open my tablets."" ",i-nu-mì i-dí-a-bu-um a-na mu-a-tim ta-ad-nu-ma É a-šùr-be-el-a-wa-tim wa-áš-bu ša ki-ma ili₅-ba-ni ÌR ù DAM.GÀR-ru-šu e-ru-bu-ma um-ma ša ki-ma ili₅-ba-ni-ma ni-kà-sí iš-tí-ni ší-sí um-ma i-dí-a-bu-um-ma ṭup-pí-ku-nu kà-i-lá ù ṭup-pu-a lá-pu-tù-ma i-ba-ší-ú ša-lim-a-šùr a-ḫi li-li-kam-ma iš-tí-šu ší-sí-a ù am-ma ša ki-ma i-a-tí šu-{d}EN.LÍL ù a-mur-IŠTAR i-ša-ḫa-at a-ḫi-a li-zi-zu a-dí a-ḫi i-lá-kà-ni ma-ma-an ṭup-pí-a lá i-pá-té ,"When Iddin-abum was dying and was staying in Aššur-bēl-awātim's house, the representatives of Ilī-bāni, Wardum and his customers, came in(to the house) and Ilī-bāni's representatives said: Settle accounts with us!"" - but Iddin-abum answered: ""Keep your tablets, for my tablets are written and available. Let my brother Šalim-Aššur come, and then settle with him. Then my own representatives, Šu-Illil and Amur-Ištar may assist my brother. Until my brother arrives no one may open my tablets."" "
44,46,46,,1210,1,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr i ba-áb DINGIR-lim ṭup-pá-am ni-dí-in ,"The Kanesh colony gave us for these proceedings, and we gave our testimony before Aššur's dagger in the Gate of the God. ",a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr i ba-áb DINGIR-lim ṭup-pá-am ni-dí-in ,"The Kanesh colony gave us for these proceedings, and we gave our testimony before Aššur's dagger in the Gate of the God. "
45,47,47,,1215,0,i-dí-a-bu-um É-tí ša bu-ri-im a-šar ša-lim-a-šùr wa-áš-bu iš-tí tù-ud-ḫa-li-a a-ḫu tù-li iš-a-am ,"Iddin-abum has bought the houses by the well, where Šalim-Aššur is living, from Tudhiliya the brother of Tuli. ",i-dí-a-bu-um É-tí ša bu-ri-im a-šar ša-lim-a-šùr wa-áš-bu iš-tí tù-ud-ḫa-li-a a-ḫu tù-li iš-a-am ,"Iddin-abum has bought the houses by the well, where Šalim-Aššur is living, from Tudhiliya the brother of Tuli. "
46,48,48,,1215,1,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in ,"The Kanesh colony gave us for these proceedings, and we gave a tablet with our testimony before the dagger of Aššur. ",a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in ,"The Kanesh colony gave us for these proceedings, and we gave a tablet with our testimony before the dagger of Aššur. "
47,49,49,,1219,0,en-um-a-šùr a-na a-lá-ḫi-im iṣ-ba-at-ni-a-tí-ma ṭup-pá-am na-áš-pé-er-tám la pá-tí-tám ú-kà-li-im-šu-ma um-ma en-um-a-šùr-ma ṭup-pu-um a-num ku-nu-ku-kà-a lá ku-nu-ku-kà-a a-lá-ḫu-um iš-ta-al-ma e-pu-ul-šu um-ma a-lá-ḫu-um-ma ke-na ku-nu-ku-a a-na ša ki-ma a-bi₄-ni ša ki-ma i-a-tí ú ku-a-tí ú-šé-bi₄-il₅-kà-ma mì-šu-um lá tù-kà-li-im-ší-ma a-dí u₄-mì-im a-nim tù-kà-il₅-ší na-áš-pé-er-tám lá pá-tí-tám en-um-a-šur a qá-tí-ni iš-ku-un ,"Ennam-Aššur seized us against Ali-ahum and showed him a missive that was not opened, and Ennam-Aššur said: Is this tablet under your seal or not?"" Ali-ahum answered, having investigated it, saying: ""Yes, it is my seal. I sent it with you to our father's representatives and my own and yours, so why have you not shown it but kept it until today?"" Ennam-Aššur placed the unopened missive in our hands. ",en-um-a-šùr a-na a-lá-ḫi-im iṣ-ba-at-ni-a-tí-ma ṭup-pá-am na-áš-pé-er-tám la pá-tí-tám ú-kà-li-im-šu-ma um-ma en-um-a-šùr-ma ṭup-pu-um a-num ku-nu-ku-kà-a lá ku-nu-ku-kà-a a-lá-ḫu-um iš-ta-al-ma e-pu-ul-šu um-ma a-lá-ḫu-um-ma ke-na ku-nu-ku-a a-na ša ki-ma a-bi₄-ni ša ki-ma i-a-tí ú ku-a-tí ú-šé-bi₄-il₅-kà-ma mì-šu-um lá tù-kà-li-im-ší-ma a-dí u₄-mì-im a-nim tù-kà-il₅-ší na-áš-pé-er-tám lá pá-tí-tám en-um-a-šur a qá-tí-ni iš-ku-un ,"Ennam-Aššur seized us against Ali-ahum and showed him a missive that was not opened, and Ennam-Aššur said: Is this tablet under your seal or not?"" Ali-ahum answered, having investigated it, saying: ""Yes, it is my seal. I sent it with you to our father's representatives and my own and yours, so why have you not shown it but kept it until today?"" Ennam-Aššur placed the unopened missive in our hands. "
48,50,50,,1219,1,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-in-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in ,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. ,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-in-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in ,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. 
49,51,51,,1223,0,i-nu-mì i-dí-a-bu-um a-na mu-a-tim ta-ad-nu-ma É a-šùr-bé-el-a-wa-tim wa-áš-bu ša ki-ma ili₅-ba-ni ÌR ù tám-kà-ru-šu e-ru-bu-ma um-ma ša ki-ma ili₅-ba-ni-ma ni-kà-sí iš-tí-ni ší-sí-ma um-ma i-dí-a-bu-um-ma ṭup-pí-ku-nu kà-i-lá ù ṭup-pu-a lá-pu-tù-ma i-ba-ší-ú ša-lim-a-šur a-ḫi li-li-kam-ma iš-tí-šu ší-sí-a ù am-ma ša ki-ma i-a-tí šu-{d}EN.LÍL ù a-mur-IŠTAR i-ša-ḫa-at a-ḫi-a li-zi-zu a-dí a-ḫi-i i-lá-kà-ni ma-ma-an ṭup-pí-a lá i-pá-té ,"When Iddin-abum was dying and was staying in Aššur-bēl-awātim's house, the representatives of Ilī-bāni, Wardum and his customers, came in(to the house) and Ilī-bāni's representatives said: Settle accounts with us!"" - but Iddin-abum answered: ""Hold your tablets ready, for my tablets are written and available. Let my brother Šalim-Aššur come, and then settle with him. Then my own representatives, Šu-Illil and Amur-Ištar may assist my brother. Until my brother arrives no one may open my tablets."" ",i-nu-mì i-dí-a-bu-um a-na mu-a-tim ta-ad-nu-ma É a-šùr-bé-el-a-wa-tim wa-áš-bu ša ki-ma ili₅-ba-ni ÌR ù tám-kà-ru-šu e-ru-bu-ma um-ma ša ki-ma ili₅-ba-ni-ma ni-kà-sí iš-tí-ni ší-sí-ma um-ma i-dí-a-bu-um-ma ṭup-pí-ku-nu kà-i-lá ù ṭup-pu-a lá-pu-tù-ma i-ba-ší-ú ša-lim-a-šur a-ḫi li-li-kam-ma iš-tí-šu ší-sí-a ù am-ma ša ki-ma i-a-tí šu-{d}EN.LÍL ù a-mur-IŠTAR i-ša-ḫa-at a-ḫi-a li-zi-zu a-dí a-ḫi-i i-lá-kà-ni ma-ma-an ṭup-pí-a lá i-pá-té ,"When Iddin-abum was dying and was staying in Aššur-bēl-awātim's house, the representatives of Ilī-bāni, Wardum and his customers, came in(to the house) and Ilī-bāni's representatives said: Settle accounts with us!"" - but Iddin-abum answered: ""Hold your tablets ready, for my tablets are written and available. Let my brother Šalim-Aššur come, and then settle with him. Then my own representatives, Šu-Illil and Amur-Ištar may assist my brother. Until my brother arrives no one may open my tablets."" "
50,52,52,,1223,1,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ba-áb DINGIR-lim ší-bu-tí-ni ni-dí-in ,"The Kanesh colony gave us for these proceedings, and we gave our testimony before Aššur's dagger in the Gate of the God. ",a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ba-áb DINGIR-lim ší-bu-tí-ni ni-dí-in ,"The Kanesh colony gave us for these proceedings, and we gave our testimony before Aššur's dagger in the Gate of the God. "
51,53,53,,1253,0,i-dí-a-bu-um É-tí ša bu-ri-im a-šar ša-lim-a-šùr wa-áš-bu iš-tí tù-ud-ḫa-li-a a-ḫu tù-li iš-a-am ,"Iddin-abum has bought the houses by the well, where Šalim-Aššur is living, from Tudhaliya the brother of Tuli. ",i-dí-a-bu-um É-tí ša bu-ri-im a-šar ša-lim-a-šùr wa-áš-bu iš-tí tù-ud-ḫa-li-a a-ḫu tù-li iš-a-am ,"Iddin-abum has bought the houses by the well, where Šalim-Aššur is living, from Tudhaliya the brother of Tuli. "
52,54,54,,1253,1,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in ,"The Kanesh colony gave us for these proceedings, and we gave a tablet with our testimony before the dagger of Aššur. ",a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in ,"The Kanesh colony gave us for these proceedings, and we gave a tablet with our testimony before the dagger of Aššur. "
53,55,55,,1261,0,ra-bi-ṣú-um ša ša-lim-a-šùr a-na en-um-a-šùr ú a-lá-ḫi-im me-er-e ša-lim-a-šùr iṣ-ba-at-ni-a-tí-ma um-ma ra-bi-ṣú-ma ṭup-pá-am ša a-bu-ku-nu KÙ.BABBAR i-na li-bi-ku-nu i-dí-ú-ni-ma ṭup-pá-am um-me-a-nu a-bi-ku-nu ú-kà-i-lu-ni-ma i-na ma-ḫa-ar kà-ri-im um-me-a-nu iš-ku-nu-šu-ni kà-ru-um i-a-tí ip-qí-id-šu ba-a-nim a ma-lá ṭup-pí-im ša a-lim{ki} KÙ.BABBAR ma-lá i-na li-bi-ku-nu <gap>-ma tí-ni <gap> KÙ.BABBAR šu-uq-lá-ma ku-un-kà-ma a-na a-lim{ki} al-kà lá tù-na-a-ni um-ma a-lá-ḫu-um-ma ba-a-am ma-lá a-bu-ni i-na li-bi-ni KÙ.BABBAR i-dí-ú-ni lu ni-iš-qú-ul-ma ú iš-té-e ra-bi-ṣí-im lá-li-kà um-ma en-um-a-šùr-ma a-na ra-bi-ṣí-im-ma a-na pu-tí-a-ma ša-lá-ni-ma ú lá-pu-ul-kà-ma ú a-pu-tí-a-ma lá-li-ik ,"Šalim-Aššur's attorney seized us against Ennam-Aššur and Ali-ahum, Šalim-Aššur's sons, and the attorney said: Your father's investors kept the tablet stating which silver your father set down as owed by you, and the investors placed it in front of the colony. The colony entrusted it to me. Come, in accordance with the tablet of the City pay the silver for which you were noted in the tablet, seal it and go to the City. Do not cheat me."" Ali-ahum answered: ""Come, let us pay what silver our father set down as owed by us and then let me go with the attorney."" Ennam-Aššur answered the attorney: ""Question me right here, and then I shall answer you and I shall leave right now."" ",ra-bi-ṣú-um ša ša-lim-a-šùr a-na en-um-a-šùr ú a-lá-ḫi-im me-er-e ša-lim-a-šùr iṣ-ba-at-ni-a-tí-ma um-ma ra-bi-ṣú-ma ṭup-pá-am ša a-bu-ku-nu KÙ.BABBAR i-na li-bi-ku-nu i-dí-ú-ni-ma ṭup-pá-am um-me-a-nu a-bi-ku-nu ú-kà-i-lu-ni-ma i-na ma-ḫa-ar kà-ri-im um-me-a-nu iš-ku-nu-šu-ni kà-ru-um i-a-tí ip-qí-id-šu ba-a-nim a ma-lá ṭup-pí-im ša a-lim{ki} KÙ.BABBAR ma-lá i-na li-bi-ku-nu <gap>-ma tí-ni <gap> KÙ.BABBAR šu-uq-lá-ma ku-un-kà-ma a-na a-lim{ki} al-kà lá tù-na-a-ni um-ma a-lá-ḫu-um-ma ba-a-am ma-lá a-bu-ni i-na li-bi-ni KÙ.BABBAR i-dí-ú-ni lu ni-iš-qú-ul-ma ú iš-té-e ra-bi-ṣí-im lá-li-kà um-ma en-um-a-šùr-ma a-na ra-bi-ṣí-im-ma a-na pu-tí-a-ma ša-lá-ni-ma ú lá-pu-ul-kà-ma ú a-pu-tí-a-ma lá-li-ik ,"Šalim-Aššur's attorney seized us against Ennam-Aššur and Ali-ahum, Šalim-Aššur's sons, and the attorney said: Your father's investors kept the tablet stating which silver your father set down as owed by you, and the investors placed it in front of the colony. The colony entrusted it to me. Come, in accordance with the tablet of the City pay the silver for which you were noted in the tablet, seal it and go to the City. Do not cheat me."" Ali-ahum answered: ""Come, let us pay what silver our father set down as owed by us and then let me go with the attorney."" Ennam-Aššur answered the attorney: ""Question me right here, and then I shall answer you and I shall leave right now."" "
54,56,56,,1261,1,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in ,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. ,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in ,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. 
55,57,57,,1276,0,dan-a-šùr sí-ki e-na-sú-in DUMU i-dí-a-bi₄-im ú-kà-al-ma a-na ḫa-nu DUMU i-tur₄-DINGIR a-na qá-ta-tim i-dí-šu um-ma dan-a-šùr-ma a-wi-lam tù-ta-ra-am šu-ma a-wi-lam lá tù-ta-e-ra-am a-na 12 ma-na KÙ.BABBAR ù ṣí-ba-tí-šu ša ṭup-pì-im ḫa-ar-mì-im ša ḫu-bu-ul a-bi-šu ta-za-za-am um-ma e-na-sú-in-ma ša a-na ma-nim ḫa-bu-lu um-ma dan-a-šùr-ma lu a-na a-bi-a lu a-na DAM.GÀR-ri-im ḫa-bu-ul ù šu-ma ṭup-pá-am ša ša-ba-e tí-šu bi-lam-ma ṭup-pá-am du-uk ,"Dan-Aššur detains Enna-Suen son of Iddin-abum and he gave him to hanu son of Itūr-ilī as guarantor. Dan-Aššur said: You will return the man. If you have not returned the man you will be responsible for 12 minas of silver and its interest in accordance with the certified tablet concerning his father's debt."" Enna-Suen said: ""For his debt to whom?"" Dan-Aššur said: ""He is indebted either to my father or anonymously. But if you have a quittance, then bring it and invalidate the tablet."" ",dan-a-šùr sí-ki e-na-sú-in DUMU i-dí-a-bi₄-im ú-kà-al-ma a-na ḫa-nu DUMU i-tur₄-DINGIR a-na qá-ta-tim i-dí-šu um-ma dan-a-šùr-ma a-wi-lam tù-ta-ra-am šu-ma a-wi-lam lá tù-ta-e-ra-am a-na 12 ma-na KÙ.BABBAR ù ṣí-ba-tí-šu ša ṭup-pì-im ḫa-ar-mì-im ša ḫu-bu-ul a-bi-šu ta-za-za-am um-ma e-na-sú-in-ma ša a-na ma-nim ḫa-bu-lu um-ma dan-a-šùr-ma lu a-na a-bi-a lu a-na DAM.GÀR-ri-im ḫa-bu-ul ù šu-ma ṭup-pá-am ša ša-ba-e tí-šu bi-lam-ma ṭup-pá-am du-uk ,"Dan-Aššur detains Enna-Suen son of Iddin-abum and he gave him to hanu son of Itūr-ilī as guarantor. Dan-Aššur said: You will return the man. If you have not returned the man you will be responsible for 12 minas of silver and its interest in accordance with the certified tablet concerning his father's debt."" Enna-Suen said: ""For his debt to whom?"" Dan-Aššur said: ""He is indebted either to my father or anonymously. But if you have a quittance, then bring it and invalidate the tablet."" "
56,58,58,,1276,1,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-ìš i-dí-ni-a-tí-ma ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in ,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger.,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-ìš i-dí-ni-a-tí-ma ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in ,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger.
57,59,59,,1296,0,i-sú-rik₁₃ a-na a-lim{ki} i-lá-ak-ma É-tí-šu ša bu-ri-im a-šar a-ni-i ša-lim-a-šùr wa-áš-bu-ni a-na tù-ud-ḫa-li-a a-ḫu tù-li a-na ší-mì-im i-dí-šu-nu ,"As Issu-arik will go to the City, he sold his houses by the well, where at present Šalim-Aššur is living, to Tudhaliya the brother of Tuli. ",i-sú-rik₁₃ a-na a-lim{ki} i-lá-ak-ma É-tí-šu ša bu-ri-im a-šar a-ni-i ša-lim-a-šùr wa-áš-bu-ni a-na tù-ud-ḫa-li-a a-ḫu tù-li a-na ší-mì-im i-dí-šu-nu ,"As Issu-arik will go to the City, he sold his houses by the well, where at present Šalim-Aššur is living, to Tudhaliya the brother of Tuli. "
58,60,60,,1296,1,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in ,"The Kanesh colony gave us for these proceedings, and we gave a tablet with our testimony before the dagger of Aššur. ",a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in ,"The Kanesh colony gave us for these proceedings, and we gave a tablet with our testimony before the dagger of Aššur. "
59,61,61,,1328,0,a-na É šál-ma-a-šùr a-na a-wa-tim né-ru-ub-ma um-ma šál-ma-a-šùr-ma i-a-tí a-na bu-ru-uš-ḫa-dim i-na ma-ak-sú-e-im a-na ḫu-bu-ul ÌR a-bu-ša-lim ša-qá-lim i-ra-de₈-ú-ni a-ta 30 TÚG ku-ta-ni ù ANŠE ṣa-lá-ma-am ša ÌR ta-lá-qé-e um-ma šu-be-lúm-ma ke-na ša ÌR-dí-a a-bu-ša-lim al-qé ša-lim-a-šur ša ni-iš a-lim{ki} úz-na-tí-ni il₅-pu-ut um-ma ša-lim-a-šur-ma a-šar ÌR a-na ÌR-dí-kà lá i-tù-ru-ú ma-a a-na ÌR-dí-a i-tù-wa-ar um-ma šu-be-lúm-ma šu-ma a-na ku-a-im i-tù-a-ar a-na TÚG.ḪI.A ù ANŠE.ḪI.A a-za-za-kum ,"We entered Šalim-Aššur's house to settle the case, and Šalim-Aššur said: While they are going to lead me personally to Burušhaddum in fetters to pay the debt of the slave Abu-šalim, will you on the other hand take 30 -textiles and a black donkey from the slave?""Šu-Bēlum answered: ""Yes, I have taken what belongs to my slave Abu-šalim."" Šalim-Aššur impressed on us what had been sworn by the City, and Šalim-Aššur said: ""In case the slave does not raise claim against your slave, then, will he raise claims against my slave?"" Šu-Bēlum answered: ""If he raises claim against yours, then I guarantee for the textiles and the donkey for you."" ",a-na É šál-ma-a-šùr a-na a-wa-tim né-ru-ub-ma um-ma šál-ma-a-šùr-ma i-a-tí a-na bu-ru-uš-ḫa-dim i-na ma-ak-sú-e-im a-na ḫu-bu-ul ÌR a-bu-ša-lim ša-qá-lim i-ra-de₈-ú-ni a-ta 30 TÚG ku-ta-ni ù ANŠE ṣa-lá-ma-am ša ÌR ta-lá-qé-e um-ma šu-be-lúm-ma ke-na ša ÌR-dí-a a-bu-ša-lim al-qé ša-lim-a-šur ša ni-iš a-lim{ki} úz-na-tí-ni il₅-pu-ut um-ma ša-lim-a-šur-ma a-šar ÌR a-na ÌR-dí-kà lá i-tù-ru-ú ma-a a-na ÌR-dí-a i-tù-wa-ar um-ma šu-be-lúm-ma šu-ma a-na ku-a-im i-tù-a-ar a-na TÚG.ḪI.A ù ANŠE.ḪI.A a-za-za-kum ,"We entered Šalim-Aššur's house to settle the case, and Šalim-Aššur said: While they are going to lead me personally to Burušhaddum in fetters to pay the debt of the slave Abu-šalim, will you on the other hand take 30 -textiles and a black donkey from the slave?""Šu-Bēlum answered: ""Yes, I have taken what belongs to my slave Abu-šalim."" Šalim-Aššur impressed on us what had been sworn by the City, and Šalim-Aššur said: ""In case the slave does not raise claim against your slave, then, will he raise claims against my slave?"" Šu-Bēlum answered: ""If he raises claim against yours, then I guarantee for the textiles and the donkey for you."" "
60,62,62,,1328,1,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in ,"The Kanesh colony gave us for these proceedings, and we gave our testimony before Aššur's dagger. ",a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in ,"The Kanesh colony gave us for these proceedings, and we gave our testimony before Aššur's dagger. "
61,63,63,,1331,0,a-nu-pí-a ki-ma me-er-e šál-ma-a-šur a-na ga-al-ga-li-a ù ḫa-ar-šu-ma-an iṣ-ba-at-ni-a-tí-ma ṭup-pá-am ša 10 ma-na KÙ.BABBAR ša ḫu-bu-li-šu-nu iš-me-ú um-ma a-nu-pí-a-ma ṭup-pu-um lá ku-nu-ku-kà-a um-ma ga-al-ga-li-a-ma ku-nu-ku-a a-ma ḫa-ar-šu-um-nu-ma-an-ma ša-qí-il₅ KÙ.BABBAR-pì-im um-ma a-nu-pí-a-ma me-er-ú me-tim né-nu lu a-na šál-ma-a-šur KÙ.BABBAR ta-áš-qú-ul lu a-na me-er-e šál-ma-a-šur ta-áš-qú-ul a-na a-ni-e-ma ru-a-am um-ma ḫa-ar-šu-um-nu-ma-an-ma KÙ.BABBAR a-na-ku ša ṭup-pì-ni šál-ma-a-šur ú-ša-bi₄-i a-na i-id a-ša-kà-na-ku-nu-tí ,"Representing the sons of Šalim-Aššur Anupiya seized us against Galgaliya and haršumnuman, and they heard a tablet concerning 10 minas of silver, their debt. Anupiya said: Does the tablet not bear your seals?"" Galgaliya answered: ""They are my sealings. However, haršumnuman is the one who paid the silver."" Anupiya said: ""We are inheritors. Produce evidence for this, that you have either paid the silver to Šalim-Aššur or have paid to the sons of Šalim-Aššur."" haršumnuman said: ""I personally satisfied Šalim-Aššur with the silver of our tablet. I am willing to go to the River for you."" ",a-nu-pí-a ki-ma me-er-e šál-ma-a-šur a-na ga-al-ga-li-a ù ḫa-ar-šu-ma-an iṣ-ba-at-ni-a-tí-ma ṭup-pá-am ša 10 ma-na KÙ.BABBAR ša ḫu-bu-li-šu-nu iš-me-ú um-ma a-nu-pí-a-ma ṭup-pu-um lá ku-nu-ku-kà-a um-ma ga-al-ga-li-a-ma ku-nu-ku-a a-ma ḫa-ar-šu-um-nu-ma-an-ma ša-qí-il₅ KÙ.BABBAR-pì-im um-ma a-nu-pí-a-ma me-er-ú me-tim né-nu lu a-na šál-ma-a-šur KÙ.BABBAR ta-áš-qú-ul lu a-na me-er-e šál-ma-a-šur ta-áš-qú-ul a-na a-ni-e-ma ru-a-am um-ma ḫa-ar-šu-um-nu-ma-an-ma KÙ.BABBAR a-na-ku ša ṭup-pì-ni šál-ma-a-šur ú-ša-bi₄-i a-na i-id a-ša-kà-na-ku-nu-tí ,"Representing the sons of Šalim-Aššur Anupiya seized us against Galgaliya and haršumnuman, and they heard a tablet concerning 10 minas of silver, their debt. Anupiya said: Does the tablet not bear your seals?"" Galgaliya answered: ""They are my sealings. However, haršumnuman is the one who paid the silver."" Anupiya said: ""We are inheritors. Produce evidence for this, that you have either paid the silver to Šalim-Aššur or have paid to the sons of Šalim-Aššur."" haršumnuman said: ""I personally satisfied Šalim-Aššur with the silver of our tablet. I am willing to go to the River for you."" "
62,64,64,,1331,1,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-né-eš i-dí-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in ,"The Kanesh colony gave us (as witnesses)for these proceedings, and we gave our testimony before Aššur's dagger. ",a-na a-wa-tim a-ni-a-tim kà-ru-um kà-né-eš i-dí-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in ,"The Kanesh colony gave us (as witnesses)for these proceedings, and we gave our testimony before Aššur's dagger. "
