,row_index,segment_idx,akk,eng
213,834,2,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-ma IGI GÍR ša a-šùr ší-bu-tí a-dí-in šu-ku-bu-um DUMU a-šur-i-dí ù i-dí-IŠTAR DUMU a-šur-na-da tap-pá-ú-a, § The Kanesh colony gave me for these proceedings and I gave my testimony before Aššur's dagger. Šu-Kūbum son of Aššur-idī and Iddin-Ištar son of Aššur-nādā were my (absent) partners.
214,836,0,a-na en-na-nim DUMU a-bi₄-a ú a-lá-ḫi-im DUMU šál-ma-a-šùr ,To Ennānum son of Abiya and Ali-ahum son of Šalim-Aššur; 
215,836,1,KIŠIB PUZUR₄-a-šur,seal of Puzur-Aššur.
216,836,2,,
217,871,0,a-na pí-la-aḫ-IŠTAR DUMU a-šùr-SIPA ú a-mur-IŠTAR ni-a-im ,To Pilah-Ištar son of Aššur-rēʾī and our own Amur-Ištar; 
218,871,1,KIŠIB en-um-a-šùr DUMU ša-lim-a-šùr,seal of Ennam-Aššur son of Šalim-Aššur.
219,871,2,,
220,873,0,,
221,873,1,KIŠIB a-de₈-lá-at KIŠIB ir-am-{d}a-šùr DUMU i-dí-ba-ni KIŠIB pí-lá-aḫ-IŠTAR DUMU i-bi₄-sú-a ,"Seal of Adad-ellat, seal of Ir'am-Aššur, son of Idi-bāni, seal of Pilah-Ištar, son of Ibisua,"
222,873,2,ša 12 GÍN KÙ.BABBAR a-al-DU₁₀ a-na kur-ub-sú-in ḫa-bu-lu-ma en-na-sú-in qá-ta-tù-ni 12 GÍN KÙ.BABBAR ki-ma <gap>, to the effect that Āl-ṭāb owes 12 shekels of silver to Kurub-Suen and Ennam-Suen is guarantorThe 12 shekels of silver instead of <gap>
223,889,0,,
224,889,1,KIŠIB a-šur-ták-lá-ku DUMU i-ku-nim KIŠIB ki-nam-a-šùr DUMU ba-ba-lim KIŠIB a-šur-na-da DUMU ḫa-pu-a-lá ,"Seal of Assur-taklaku, son of Ikunum, seal of Kinam-Assur, son of Babalum, seal of Assur-nada, son of Happuala,"
225,889,2,ša ḫu-bu-ul a-šùr-na-da DUMU ḫa-pu-a-lá 10 GÍN KÙ.BABBAR SAḪAR.BA i-ṣé-er a-šùr-na-da DAM.GÀR i-šu ITU.1.KAM ḫu-bu-ur li-mu-um ša qá-té a-bu-ša-lim DUMU ì-lí-a-lim a-na ITU.6.KAM i-ša-qal šu-ma lá iš-qúl 1.5 GÍN.TA KÙ.BABBAR i-na ITU.1.KAM-im ṣí-ib-tám a-na 1 ma-na-im ú-ṣa-áb wa-bi-il₅ ṭup-pí-im šu-ut DAM.GÀR-ru-um a-ma-kam tù-ur-IŠTAR DUMU zu-ma-<gap> be-lá-a-wa-tim ša-i-il₅-šu," of the debt of Assur-nada, son of Happuala. 10 shekels of 'dust silver' Assur-nada owes to the creditor. Month VI, eponymy of the successor of Abu-salim, son of Ili-alum. He will pay within 6 months, if he does not pay he will add 1.5 shekel of silver per month as interest per mina. The bearer of this tab let is the creditor. Over there Turi-Istar, son of Zuma-x, (is) the litigant, ask him."
226,896,0,,
227,896,1,KIŠIB IŠTAR-pá-li-il₅ DUMU šu-ku-bi₄-im KIŠIB ni-mar-IŠTAR DUMU ba-la KIŠIB a-bu-ša-lim DUMU ì-lí-a-lúm ,"Seal of Ištar-pālil, son of Šu-Kūbum, seal of Nimar-Ištar, son of Bala, seal of Abu-šalim, son of Ilī-ālum."
228,896,2,0.5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er IŠTAR-pá-li-il₅ DUMU šu-ku-bi₄-im DAM.GÀR-ru-um i-šu iš-tù ḫa-muš-tim ša {d}EN.LÍL-ba-ni ITU.KAM ṭí-i-na-tim 1 GÍN.TA i-na ITU.KAM a-na KÙ.BABBAR a-nim ṣí-ib-tám ú-ṣa-áb li-mu-um ḫa-na-na-ru-um ," 0.5 mina of refined silver Ištar-pālil, son of Šu-Kūbum, owes to the creditor. From the week-eponymy of Ellil-bāni, month X, he will add 1 shekel per month for this silver. Eponymy of hanna-nārum."
229,896,3,KIŠIB IŠTAR-pá-li-il₅ DUMU šu-ku-bi₄-im KIŠIB a-šùr-iš-ti-kál DUMU ḫi-na-a KIŠIB a-lá-ḫi-im DUMU sú-sà-a-a KIŠIB PÚZUR.IŠTAR DUMU šu-ku-bi₄-im KIŠIB be-lúm-ba-ni DUMU ga-zi-a KIŠIB áb-ša-lim ,"Seal of Ištar-pālil, son of Šu-Kūbum, seal of Aššuriš-tikal, son of hinnāya, seal of Ali-ahum, son of Susāya, seal of Puzur-Ištar, son of Šu-Kūbum, seal of Bēlum-bāni, son of Gaziya, seal of Ab-šalim,"
230,896,4,DAM a-lá-ḫi-im 0.5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er IŠTAR-pá-li-il₅ áb-ša-lim DAM a-lá-ḫi-im ù DUMU-e a-lá-ḫi-im DAM.GÀR i-šu iš-tù ḫa-mu-uš-tim ša ḫa-na-a ITU.KAM kán-war-ta 1.5 GÍN.TA ṣí-ib-tám i-na ITU.KAM a-na 1 ma-na-im ú-ṣú-bu KÙ.BABBAR i qá-qá-ad šál-mì-šu-nu ú ke-ni-šu-nu ra-ki-is li-mu-um ḫa-na-na-ru-um i ša-ḫa-at áb-ša-lim ú me-er-e a-," the wife of Ali-ahum. 0.5 mina of refined silver Ištar-pālil, Ab-šalim, the wife of Ali-ahum, and the sons of Ali-ahum owe to the creditor. From the week-eponymy of hanāya, month IX, they will add 1.5 shekel as interest per month per mina. The silver is bound on the one of them who is solvent and reliable. Eponymy of hanna-nārum. "
231,906,0,a-na a-la-ḫi-im DUMU šál-ma-a-šur ,"To Ali-ahum son of Šalim-Aššur, "
232,906,1,KIŠIB PUZUR₄-a-šur DUMU a-šur-dan,seal of Puzur-Aššur son of Aššur-dan.
233,906,2,,
234,922,0,,
235,922,1,KIŠIB da-da-a DUMU šu-ku-bi-im KIŠIB ì-lí-TAB.BA DUMU a-šùr-DU₁₀ KIŠIB a-šùr-SIPA DUMU a-šur-iš-tí-kál ,"Seal of Dadaya son of Šu-Kūbum, seal of Ilī-tappā'ī son of Aššur-ṭāb, seal of Aššur-rē'ī son of Aššuriš-tikal."
236,922,2,1 ma-na KÙ.BABBAR i-ṣé-er a-šur-SIPA DUMU a-šur-iš-tí-kál a-lá-ḫu-um i-šu ITU.1.KAM ša sà-ra-tim li-mu-um ša qá-tí a-šur-i-mì-tí ma-lá-ḫi-im 0.3333 ma-na.TA i-na ša-tim i-ša-qal šu-ma i-na ma-lá u₄-me-šu 0.3333 ma-na KÙ.BABBAR lá iš-qú-ul 0.5 GÍN.TA a-na 0.3333 ma-na-im ṣí-ib-tám i-na ITU.1.KAM ú-ṣa-ab ," Aššur-rē'ī son of Aššuriš-tikal owes 1 mina of silver to Ali-ahum. Month Ša-sarrātim, eponymy after that of Aššur-imittī the skipper. He will pay 0.3333 mina per year. If he has not paid 0.3333 mina of silver when his term is up, he will add interest at the rate 0.5 shekel per 0.3333 mina per month. "
237,922,3,KIŠIB ku-ku-a DUMU ma-nu-ki-ì-lí-a KIŠIB da-da-a DUMU bu-zi KIŠIB ì-lí-dan DUMU i-dí-a-šùr ,"Seal of Kukuwa son of Mannum-kī-iliya, seal of Dadaya son of Buzi, seal of Ilī-dan son of Iddin-Aššur."
238,922,4,21 GÚ ša-áp-tám ša kà-né-eš ša É.GAL-lim en-um-a-šùr DUMU šál-ma-a-šur a-na ì-lí-dan i-na ku-bur-na-at i-ša-qal-ma ṣú-ḫa-ru ša en-um-a-šùr ša-lim-ar-dí 21 GÚ SÍG.ḪI.A i-na ku-bur-na-at ú-sà-na-aq-šu-ma ANŠE.ḪI.A ša en-nam-a-šur SÍG.ḪI.A a-na tù-ku-ub-tù ú-šé-ru-ú i-na ri-iš SÍG.ḪI.A ša i-ša-qú-lu-šu-ni 6.6666 ma-na KÙ.BABBAR li-tí SIG₅ ì-lí-dan DUMU i-dí-a-šur a-na en-um-a-šur i-ša," Ennam-Aššur son of Šalim-Aššur shall give 21 talents of wool from Kanesh, from the palace, to Ilī-dan in Kuburnat, Ennam-Aššur's servant Šalim-wardī shall check the 21 talents of wool in Kuburnat, and on Ennam-Aššur's donkeys they will have brought the wool to Tukubtu. From the capital on the wool that they are going to pay him, Ilī-dan son of Iddin-Aššur shall give 6.6666 minas of good -silver to Ennam-Aššur. "
239,934,0,,
240,934,1,KIŠIB PUZUR₄-{d}EN.ZU KIŠIB šu-bé-lim KIŠIB <gap> ,"Seal of Puzur-Suen, seal of Šu-Bēlum, seal of <gap>."
241,934,2,1 GÚ LÁ 10 ma-na URUDU i-ṣé-er PUZUR₄-{d}EN.ZU e-lá-ma i-šu i-na ad-ri-im i-ša-qal URUDU ta-pá-ša-ta-i-am za-ak-wa-am šu-ma i-na ú-me-šu lá iš-qú-ul ki-ma a-wa-at kà-ri-im tù-ur-ḫu-mì-it ṣí-ib-ta-am ú-ṣa-áb 10 GÍN KÙ.BABBAR a-ḫa-ma i-na ku-bu-ur ú-ṭí-tí-im i-na kà-ni-iš i-ša-qal šu-ma lá iš-qú-ul i tù-ur-ḫu-mì-it i-ṣé-ri-šu a-lá-qé," 50 minas of copper Puzur-Suen owes to Elamma. At the time of the threshing he will weigh out pure copper of Tappašatta. If he does not pay when his term is up, he will add interest in accordance with the rule of the Durhumit colony. Separately he will pay 10 shekels of silver in Kanesh, when the barley is ripe. If he does not pay I will collect it in Durhumit for his account."
242,940,0,,
243,940,1,KIŠIB a-šùr-ma-lik DUMU DINGIR-ba-ni KIŠIB a-la-ḫi-im DUMU i-na-aḫ-DINGIR KIŠIB a-mur-IŠTAR DUMU mì-šu-GAL KIŠIB a-gu-a KIŠIB i-dí-a-bi-im ,"Seal of Aššur-malik son of Ilī-bāni, seal of Ali-ahum son of Inah-ilī, seal of Amur-Ištar son of Miššu-rabi, seal of Aguwa, seal of Iddin-abum."
244,940,2,ša 24 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-dí-a-bi-im a-šùr-be-el-a-wa-tim i-šu-ú iš-tù ḫa-mu-uš-tim ša li-ba-a ù ì-lí-iš-tí-kál a-na 20 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qú-ul 1.5 GÍN.TA a-na ma-na-im i-na ITU.1.KAM ú-ṣa-áb šu-ma ṭup-pu-šu i-lá-pu-tù 6 ma-na KÙ.GI šu-mì a-šùr-be-el-a-wa-tim i-lá-pá-at," Concerning 24 minas of refined silver that Iddin-abum owes to Aššur-bēl-awātim. Reckoned from the week if Libbaya and Iliš-tikal he must pay within 20 weeks. If he has not paid (in time), he must pay interest at the rate 1.5 shekel per mina per month. If they write his tablet, he must book 6 minas of gold in the name of Aššur-bēl-awātim."
245,1015,0,a-na i-tur₄-DINGIR ,To Itūr-ilī; 
246,1015,1,KIŠIB en-na-sú-in,seal of Enna-Suen.
247,1015,2,,
248,1068,0,,
249,1068,1,KIŠIB kà-ri-im ,Seal of the
250,1068,2,kà-ni-iš kà-ru-um dí-nam i-dí-in-ma a-na lu-qú-tim ma-la a-na a-šur-be-el-a-wa-tim i-pí-iq-du-ma ša-lim-a-šùr ú-šé-ṣí-ú ṭup-pá-am ša ku-nu-ki-šu ša-lim-a-šùr a-na šu-ku-bi-im i-da-an a-na kur-ub-IŠTAR šu-ku-bu-um ú-lá i-tù-a-ar šu-ma a-na šu-ku-bi-im ma-ma-an i-tù-a-ar ša-lim-a-šùr ú-ba-áb-šu," Kanesh colony. The colony has passed a verdict: for all the goods that were entrusted to Aššur-bēl-awātim, and which Šalim-Aššur had taken out, Šalim-Aššur will give a tablet bearing his seal to Šu-Kūbum. Šu-Kūbum will not raise claim against Kurub-Ištar. If anyone raises claim against Šu-Kūbum, Šalim-Aššur will clear him."
251,1076,0,,
252,1076,1,KIŠIB a-šur-dan DUMU i-ku-pì-a KIŠIB i-dí-a-bi₄-im DUMU i-tur₄-DINGIR KIŠIB a-šur-ták-lá-ku DUMU ḫu-li-a ,"Seal of Aššur-dān, son of Ikūn-pīya, seal of Iddin-abum, son of Itūr-ilī, seal of Aššur-taklāku, son of huliya."
253,1076,2,30 ma-na SÍG.ḪI.A na-ar-ba-tim <gap>-tim ša-kà-ki-iš i-ṣé-er a-šur-ták-lá-ku DUMU ḫu-li-a lá-ma-sà-tum tí-šu iš-tù ḫa-qá a-na ITU.2.KAM ù-šé-ba-lam šu-ma lá ú-uš-té-bi₄-lam-ma a É a-lim{ki} i-ta-lá-ak i-na tù-wa-ri-šu 1 GÚ SÍG.ḪI.A na-ar-ba-tim ša-kà-ki-iš i-ša-qal ITU.1.KAM ku-zal-lu li-mu-um a-šur-na-da DUMU PUZUR₄-a-na," 30 <minas> of soft, <gap> woolfor making the weft Aššur-taklāku, son of huliya, owes to Lamassutum. He will send it from haqa within two months. If he has not sent it and has departed for? the City he will weigh out on his return one talent of soft wool for making the weft. Month XI, eponymy of Aššur-nādā, son of Puzur-Anna"
254,1093,0,a-na a-lá-ḫi-im DUMU šál-ma-a-šur ù zu-ku-a ,To Ali-ahum son of Šalim-Aššur and Zukuwa; 
255,1093,1,KIŠIB PUZUR₄-a-šur DUMU a-šur-dan,seal of Puzur-Aššur son of Aššur-dan.
256,1093,2,,
257,1097,0,,
258,1097,1,KIŠIB <gap>-a-šur KIŠIB a-šur-ta-ak-lá-ku KIŠIB qá-ta-tim ,"Seal of <gap>-Aššur, seal of Aššur-taklāku, seal of Qatātum."
259,1097,2,4.1666 GÍN KÙ.BABBAR <gap> i-ṣé-er ga-ta-tim DAM.GÀR i-šu iš-tù ḫa-mu-uš-tim ša KÁ-zi-a ù šu-ku-bi₄-im ki-ma a-wa-at kà-ri-im ṣí-ib-tám i-na ITU.KAM ú-ṣa-áb KÙ.BABBAR <gap> ib-ni-<gap>, 4.1666 shekels of silverQatatum owes tothe creditor. Reckoning fromthe week eponymy of Kaziya and Šu-Kūbum he will add interest per month according to the regulation of the . <gap> Ibni- <gap>
260,1104,0,,
261,1104,1,KIŠIB sú-kà-lí-a DUMU a-mur-a-šùr KIŠIB a-ku-za DUMU šu-a-nim KIŠIB ú-ra-a DUMU ma-na-na ,"Seal of Sukkalliya son of Amur-Aššur, seal of Akuza son of Šu-Anum, seal of Uraya son of Manana."
262,1104,2,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in, The Kanesh colony gave us for these proceedings and we gave the tablet with our testimony before Aššur's dagger.
263,1132,0,,
264,1132,1,KIŠIB ba-zi-a DUMU DINGIR-kur-ub KIŠIB a-ḫu-qar DUMU zu-ur-zu-ur KIŠIB i-ri-ší-im DUMU a-mur-{d}UTU ,"Seal of Baziya son of Ilī-kurub, seal of Ahu-waqar son of Zurzur, seal of Irišum son of Amur-Šamaš."
265,1132,2,ša ḫu-bu-ul i-ri-ší-im <gap> ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-ri-ší-im tám-kà-ru-um i-šu iš-tù ḫa-mu-uš-tim ša <gap> na <gap> GÍN ší-im UDU <gap> 2 GÍN a-ḫa-ma a-dí-na-kum 1 ma-na ša ṭup-pí-šu 12 GÍN e-li-um KI en-na-nim mu-ša-ri-dim <gap>," Concerning Irišum's debt: Irišum owes <gap> minas of refined silver to the merchant. Reckoned from the week of <gap> he will pay <gap> shekels, the price of a sheep <gap> I also gave him 2 shekels. 1 mina from his tablet, 12 shekels on top, owed by Ennānum the . <gap>"
266,1134,0,,
267,1134,1,KIŠIB ḫi-na-a KIŠIB i-ku-pí-a-šùr DUMU en-um-a-šur ,"Seal of hinnāya, seal of Ikuppi-Aššur, son of Ennam-Aššur,"
268,1134,2,ša 1.5 ma-na KÙ.BABBAR me-eḫ-ra-at ba-áb-tí-šu ša lá-qé-ep e-lá-ma a-na lá-qé-ep ú-šé-bi-lu lá-qé-ep KÙ.BABBAR-áp-šu i-lá-qé ŠÀ.BA 5 GÍN KÙ.BABBAR ši-im 0.5 ku-ta-nim ṣa-ḫu-ru," that Elamma sent to Lā-qēp 1.5 mina of silver as counter value of Lā-qēp's outstanding claims. Lā-qēp will take his silver (and) from it 5 shekels of silver, the price of 0.5 -textile, have been deducted."
269,1137,0,a-na a-la-ḫi-im ,To Ali-ahum; 
270,1137,1,KIŠIB a-mur-IŠTAR,seal of Amur-Ištar.
271,1137,2,,
272,1164,0,,
273,1164,1,KIŠIB i-dí-{d}IM DUMU a-šur-DU₁₀ KIŠIB šu-<gap> KIŠIB a-šur-<gap>-šu-um ,"Seal of Iddin-Adad son of Aššur-ṭāb, seal of Šu<gap>, seal of Aššur-<gap>"
274,1164,2,<gap> ša a-lu-lá-a <gap> ša a-dí <gap>,
275,1169,0,,
276,1169,1,KIŠIB zu-ba DUMU en-na-nim KIŠIB PUZUR₄-{d}IŠKUR DUMU i-dí-IŠTAR ,"Seal of Zuba, son of Ennānum, seal of Puzur-Adad, son of Iddin-Ištar;"
277,1169,2,a-lá-bu-um DUMU zi-a tap-pá-i-ni a-na a-wa-tim a-ni-a-tim kà-ru-um kà-né-eš i-dí-ni-a-tí-ma ṭup-pá-am IGI IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in," Ali-abum, son of Ziya, was our companion. For these words the Kaneš colony made us available and this tablet we gave as our testimony rendered before Aššur's dagger."
278,1176,0,,
279,1176,1,KIŠIB i-pí-lí-is KIŠIB a-šur-na-da DUMU a-mur-lu-sú KIŠIB la-qé-pí-im ,"Seal of Ippilis, seal of Aššur-nādā, son of Amur-ilūssu, seal of Lā-qēpum,"
280,1176,2,ša e-la-ma ù id-na-a ma-aḫ-ri-ni ni-kà-sé i-sí-ú-ma 0.5 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pu-um ù 13.5 ma-na URUDU SIG₅ i-lí-bi na-a iš-tù ḫa-mu-uš-tim ša am-ri-a ù e-lá-lí ki-ma a-wa-at kà-ri-im a-na ṣí-ib-tim i-lá-ak-šum 1.5 ma-na KÙ.BABBAR ṣí-ib-tum pá-ni-tum 0.8333 ma-na KÙ.BABBAR gám-ru-um ša iš-ta-pu-ru-šu-ni i li-bi₄-šu-ma," that Elamma and Idnāya settled accounts in our presence (with the following result): 35 shekels of refined silver and 13.5 minas of refined copper are due by Idnāya. They become interest-bearing for him at the rate stipulated by the colony from the week-eponymy of Amriya and Elālī. 1.5 mina of silver, an earlier interest, (and) 0.8333 mina of silver, expenses, about which he wrote him repeatedly, he also owes."
281,1180,0,,
282,1180,1,KIŠIB a-šùr-ba-ni ,Seal of Aššur-bāni;
283,1180,2,a-na šu-pè-e-nu-ma-an DUMU ma-lá <gap> a <gap>, to Šuppinuman son of Mala<gap>
284,1181,0,,
285,1181,1,KIŠIB ib-ni-{d}IM KIŠIB id-na-a KIŠIB a-zu-za-a ,"Seal of Ibnī-Adad, seal of Idnaya, seal of Azuzaya."
286,1181,2,ša be-ú-lá-at PUZUR₄-ša-du-e ṭup-pu-um ša e-li-a-ni sà-ar ša ku-nu-ki ša i-ri-ší-im, Concerning Puzur-šadu'e's working capital: any tablet that may appear is invalid - one with Irišum's seal.
287,1183,0,,
288,1183,1,KIŠIB šu-nu-nu DUMU a-mur-IŠTAR KIŠIB zu-zu DUMU en-um-ì-lí KIŠIB {d}MAR.TU-ba-ni DUMU šu-lá-áb-ra-at KIŠIB šu-be-lim DUMU ili₅-ba-ni ,"Seal of Šu-Nūnu son of Amur-Ištar, seal of Zuzu son of Ennam-ilī, seal of Amurrum-bāni son of Šu-Ilabrat, seal of Šu-Bēlum son of Ilī-bāni."
289,1183,2,<gap> ma-na KÙ.BABBAR i-ṣé-er šu-bé-lim DUMU ili₅-ba-ni i-ri-šum i-šu a-na 2 ITU.KAM i-ša-qal ITU.KAM na-ar-ma-ak a-šur ša ke-na-tim li-mu-um ša qá-tí a-mur-a-šur DUMU kà-ri-a šu-ma lá iš-qú-ul 3 GÍN.TA i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb," Šu-Bēlum son of Ilī-bāni owes <gap> minas of silver to Irišum. He will pay within 2 months. Month Narmak-Aššur-ša-kēnātim, eponymy after that of Amur-Aššur son of Karriya. If he has not paid he will add interest at the rate 3 shekels per month."
290,1196,0,,
291,1196,1,KIŠIB ba-ba-zu-a DUMU šu-a-nim KIŠIB DU₁₀-ṣí-li-a-šur DUMU a-li-li KIŠIB šu-IŠTAR DUMU a-šùr-lá-ma-sí ,"Seal of Babazua son of Šu-Anum, seal of Ṭāb-ṣill-Aššur son of Ali-ilī, seal of Šu-Ištar son of Aššur-lamassī."
292,1196,2,a-na a-wa-tim a-ni-a-tim kà-ru-um du-ur-ḫu-mì-it i-dí-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in, The Durhumit colony gave us for these proceedings and we gave our testimony before Aššur's dagger.
293,1207,0,,
294,1207,1,KIŠIB lá-qé-ep DUMU šu-a-šur KIŠIB ku-ra DUMU i-dí-a-šur KIŠIB a-šur-lá-ma-sí ,"Seal of Lā-qēp son of Šu-Aššur, seal of Kura son of Iddin-Aššur, seal of Aššur-lamassī<gap>"
295,1207,2,<gap> 12.5 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er lá-qé-ep DUMU šu-a-šur DAM.GÀR-ru-um i-šu iš-tù ḫa-muš-tim ša ku-da-tim ITU.KAM té-i-na-tim li-mu-um a-šur-ma-lik DUMU a-lá-ḫi-im DINGIR ša-pá-tám i-li-ik-ma i e-ra-bi₄-šu-ma i kà-né-eš ITU.2.KAM i-lá-ak-ma KÙ.BABBAR i-ša-qal šu-ma lá iš-qú-ul 1 ma-na-im 1 GÍN.TA ṣí-ib-tám i-na ITU.KAM-im ú-ṣa-áb ša-ni-um ṭup-pu-šu ," Lā-qēp son of Šu-Aššur owes 12.5 minas 5 shekels of refined silver to a merchant. Reckoned from the week of Kudātum, month Tē'inātum, eponymy Aššur-malik son of Ali-ahum, when the (moon-)god reached the fifteenth day, he will pay the silver 2 months after his arrival in Kanesh. If he has not paid in time, he must add interest at the rate of 1 shekel per mina per month. His second tablet: "
296,1207,3,KIŠIB DINGIR-mu-ta-bi₄-il₅ DUMU a-mur-IŠTAR KIŠIB lá-qé-ep DUMU PUZUR₄-ša-du-e KIŠIB lá-qé-ep DUMU šu-a-šur ,"Seal of Ilī-muttabbil son of Amur-Ištar, seal of Lā-qēp son of Puzur-šadu'e, seal of Lā-qēp son of Šu-Aššur."
297,1207,4,10 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er lá-qé-ep DUMU šu-a-šur DAM.GÀR-ru-um i-šu iš-tù ḫa-muš-tim ša i-tur₄-DINGIR DUMU a-mur-IŠTAR ITU.KAM bé-el-té-kà-lim li-mu-um ša qá-tí šu-sú-in KÙ.BABBAR a-na 12 ḫa-am-ša-tim i-ša-qal šu-ma i ma-lá u₄-me-šu KÙ.BABBAR lá iš-qú-ul ki-ma a-wa-at kà-ri-im ṣí-ib-tám a-na ma-na-im i-na ITU.KAM-im ú-ṣa," Lā-qēp son of Šu-Aššur owed 10 minas of refined silver to a merchant. Reckoned from the week of Itūr-ilī son of Amur-Ištar, month Bēlat-ekallim, eponymy after Šu-Suen, he must pay the silver within 12 weeks. If he has not paid the silver within his stipulated term, he must add interest in accordance with the rule of the colony per mina per month."
298,1217,0,,
299,1217,1,KIŠIB a-ba-ba ,Seal of Ababa;
300,1217,2,a-na a-lá-ḫi-im DUMU šál-ma-a-šur, to Ali-ahum son of Šalim-Aššur.
301,1223,0,,
302,1223,1,KIŠIB en-um-a-šur DUMU IŠTAR-lá-ma-sí KIŠIB in-ba-a-šur DUMU pì-lá-aḫ-sú-in KIŠIB PUZUR₄.IŠTAR DUMU DINGIR-na-da ,"Seal of Ennam-Aššur, son of Ištar-lamassī, seal of Inib-Aššur, son of Pilah-Suen, seal of Puzur-Ištar, son of Ilī-nādā."
303,1223,2,3 GÍN KÙ.BABBAR i-ṣé-er PUZUR₄.IŠTAR DUMU DINGIR-na-da DAM.GÀR i-šu iš-tù ḫa-mu-uš-tim ša šu-ku-bi-im ú ka-zi-a 22.5 ŠE i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb ITU.KAM ma-ḫu-ur-DINGIR li-mu-um ša qá-té {d}IŠKUR-ba-ni," 3 shekels of silver Puzur-Ištar, son of Ilī-nādā owes to the creditor. From the week of Šu-Kūbum and Kaziya he will add 1 / 8 shekel per month as interest. Month IV, eponymy of the successor of Adad-bāni."
304,1225,0,,
305,1225,1,KIŠIB ì-lí-áš-ra-ni DUMU a-šur-DU₁₀ KIŠIB šu-sú-in DUMU da-dí-im KIŠIB e-nu-bé-lúm ,"Seal of Ilī-ašranni, son of Aššur-ṭāb, seal of Šu-Suen, son of Dadum, seal of Ennam-Bēlum,"
306,1225,2,ša ší-tí ša ḫu-bu-ul ir-ma-a-šur i-na ITU.1.KAM bé-el-tí-É.GAL li-mu-um ša qá-té a-šur-na-da a-na <gap> nim i-ša-qal šu-ma lá iš-qúl 1.5 GÍN.TA 1 ma-na-um ki-ma a-wa-at kà-ri-im ṣí-ib-tám i-na ITU.KAM-im ú-ṣa-áb," of the remainder of the debt of Ir'am-Aššur. In month I, eponymy of the successor of Aššur-nādā, to / within <gap> he will pay, If he does not pay 1.5 shekels per mina, in accordance with the regulation of the colony he will add as interest per month."
307,1226,0,,
308,1226,1,KIŠIB ḫa-nu-nu-DUB.SAR ,"Seal of hanunu,"
309,1226,2,li-ip-tí-IŠTAR DUMU lá-li-im ù ú-ṣur-ša-IŠTAR a-na a-la-ḫi-im DUMU šál-ma-a-šur," scribe, of Lipit-Ištar son of Lālum and of Uṣur-ša-Ištar; to Ali-ahum son of Šalim-Aššur. "
310,1234,0,,
311,1234,1,KIŠIB a-šùr-e-mu-qí KIŠIB en-nam-a-šùr DUMU me-na-a KIŠIB i-dí-a-bi-im ,"Seal of Aššur-emūqi, seal of Ennam-Aššur son of Menaya, seal of Iddin-abum."
312,1234,2,ša ḫu-bu-ul i-dí-a-bi-im 13 ma-na KÙ.BABBAR ṣa-ru-pá-am iš-tù ḫa-mu-uš-tim ša kàr-ri-a a-na 36 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qú-ul 1.5 GÍN.TA i-na ITU.KAM a-na ma-na-im ú-ṣa-áb ša a-mur-IŠTAR ù a-šùr-i-mì-tí," Concerning the debt of Iddin-abum of 13 minas of refined silver. Reckoned from the week of Karriya he must pay within 36 weeks. If he has not paid (in time), he must pay interest at the rate 1.5 shekel per month per mina. Concerning Amur-Ištar and Aššur-imittī."
313,1241,0,,
314,1241,1,KIŠIB DINGIR-na-da DUMU ba-zi-a KIŠIB en-nam-a-šùr DUMU kà-ri-a KIŠIB ki-ta-a ,"Seal of Ilī-nādā, son of Baziya, seal of Ennam-Ašsur, son of Kariya, seal of Kitaya,"
315,1241,2,ša 0.5 ma-na KÙ.BABBAR ṣa-ru-pá-am ša e-lá-ma ki-ta-a i-bé-el iš-tí KÙ.BABBAR uk-ta-al šu-ma a-e-ša-ma ú-da-pí-ir 1 GÍN.TA i-na ITU.1.KAM i-ma-nu-šu," that Kitaya will manage 0.5 mina of silver belonging to Elamma. He is held by the silver. If he goes away to somewhere else, he will charge him 1 shekel per month."
316,1269,0,,
317,1269,1,KIŠIB {d}MAR.TU-ba-ni DUMU šu-{d}NIN.ŠUBUR ,Seal of Amurrum-bāni son of Šu-Ilabrat.
