,id,source_id,row_index,segment_idx,akk,eng,transliteration,translation
389,389,,412,0,IGI kur-ub-a-šur IGI GÚ-tim DUMU a-lá-ḫi-im IGI ma-ri-iḫ-šu ,"Witnessed by Kurub-Aššur, by Biltum son of Ali-ahum, by Marihšu.",IGI kur-ub-a-šur IGI GÚ-tim DUMU a-lá-ḫi-im IGI ma-ri-iḫ-šu ,"Witnessed by Kurub-Aššur, by Biltum son of Ali-ahum, by Marihšu."
390,390,,413,0,§ a-ḫa-ma a-na 1 ma-na-im KÙ.BABBAR ṣa-ru-pí-im a-šu-mì i-ku-pí-a a-na i-na-a DUMU a-mu-ra-a a-pu-ul i ba-áb ḫa-ra-ni-a <gap>-ir IGI <gap> a-ḫi <gap> li-<gap>," Further, I balanced for 1 mina of refined silver because of Ikūn-pīya with Innaya son of Amuraya. When I shall leave on my journey <gap>",§ a-ḫa-ma a-na 1 ma-na-im KÙ.BABBAR ṣa-ru-pí-im a-šu-mì i-ku-pí-a a-na i-na-a DUMU a-mu-ra-a a-pu-ul i ba-áb ḫa-ra-ni-a <gap>-ir IGI <gap> a-ḫi <gap> li-<gap>," Further, I balanced for 1 mina of refined silver because of Ikūn-pīya with Innaya son of Amuraya. When I shall leave on my journey <gap>"
391,391,,414,0,ša ki-ma i-dí-a-šùr DUMU ku-bi₄-dí ù ku-la É i-dí-a-bi₄-im a-na ḫu-bu-ul i-dí-a-bi₄-im ik-nu-ku-ma am-tám ù ÌR uš-té-ṣí-ú i-na šál-ší-im ú-mì-im a-šur-i-mì-tí DUMU a-mur-DINGIR ša ki-ma šál-ma-a-šur 17 ma-na KÙ.BABBAR a-na ṣí-ib-tim il₅-qé-ma a-na ḫu-bu-ul i-dí-a-bi₄-im a-na ša ki-ma i-dí-a-šùr ù ku-lá a-lá-ḫu-um DUMU i-dí-sú-en li-ba-a DUMU ú-zu-a ù šu-be-lúm DUMU šál-ma-a-šur iš-qúl-ma É-tí am-tám ù ÌR ša i-dí-a-bi₄-im a-na a-šur-i-mì-tí DUMU a-mur-DINGIR ša ki-ma šál-ma-a-šùr ú-šé-ru a-na a-wa-tim a-ni-a-tim kà-ru-um kà-né-eš i-dí-ni-a-tí-ma ṭup-pá-am ša ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in ,"The representatives of Iddin-Aššur son of Kūbi-idī and Kula sealed Iddin-abum's house because of Iddin-abum's debt, and they brought out the maid and slave. On the third day Aššur-imittī son of Amur-ilī, Šalim-Aššur's representative, borrowed 17 minas of silver against interest and paid it to cover Iddin-abum's debt to the representatives of Iddin-Aššur and Kula: Alāhum son of Iddin-Suen, Libbaya son of Uzuwa and Šu-Bēlum son of Šalim-Aššur, and they released Iddin-abum's houses, maid and slave to Aššur-imittī son of Amur-ilī, Šalim-Aššur's representative. The Kanesh colony gave us for these proceedings, and we gave a tablet with our testimony before Aššur's dagger. ",ša ki-ma i-dí-a-šùr DUMU ku-bi₄-dí ù ku-la É i-dí-a-bi₄-im a-na ḫu-bu-ul i-dí-a-bi₄-im ik-nu-ku-ma am-tám ù ÌR uš-té-ṣí-ú i-na šál-ší-im ú-mì-im a-šur-i-mì-tí DUMU a-mur-DINGIR ša ki-ma šál-ma-a-šur 17 ma-na KÙ.BABBAR a-na ṣí-ib-tim il₅-qé-ma a-na ḫu-bu-ul i-dí-a-bi₄-im a-na ša ki-ma i-dí-a-šùr ù ku-lá a-lá-ḫu-um DUMU i-dí-sú-en li-ba-a DUMU ú-zu-a ù šu-be-lúm DUMU šál-ma-a-šur iš-qúl-ma É-tí am-tám ù ÌR ša i-dí-a-bi₄-im a-na a-šur-i-mì-tí DUMU a-mur-DINGIR ša ki-ma šál-ma-a-šùr ú-šé-ru a-na a-wa-tim a-ni-a-tim kà-ru-um kà-né-eš i-dí-ni-a-tí-ma ṭup-pá-am ša ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in ,"The representatives of Iddin-Aššur son of Kūbi-idī and Kula sealed Iddin-abum's house because of Iddin-abum's debt, and they brought out the maid and slave. On the third day Aššur-imittī son of Amur-ilī, Šalim-Aššur's representative, borrowed 17 minas of silver against interest and paid it to cover Iddin-abum's debt to the representatives of Iddin-Aššur and Kula: Alāhum son of Iddin-Suen, Libbaya son of Uzuwa and Šu-Bēlum son of Šalim-Aššur, and they released Iddin-abum's houses, maid and slave to Aššur-imittī son of Amur-ilī, Šalim-Aššur's representative. The Kanesh colony gave us for these proceedings, and we gave a tablet with our testimony before Aššur's dagger. "
392,392,,415,0,IGI ú-ra-a IGI a-ku-za IGI MAR.TU-ba-ni IGI lá-qé-pì-im IGI i-tur₄-DINGIR,"Witnessed by Uraya, by Akuza, by Amur-rum-bāni, by Lā-qēpum, by Itūr-ilī.",IGI ú-ra-a IGI a-ku-za IGI MAR.TU-ba-ni IGI lá-qé-pì-im IGI i-tur₄-DINGIR,"Witnessed by Uraya, by Akuza, by Amur-rum-bāni, by Lā-qēpum, by Itūr-ilī."
393,393,,416,0,6 GÍN KÙ.BABBAR ù 20 ak-li i-ṣé-er kà-ar-ší-ni ù a-li-li IŠTAR-lá-ma-sí tí-šu iš-tù ḫa-muš-tim ša a-šur-i-mì-tí ITU.KAM ša sà-ra-tim li-mu-um a-šur-i-mì-tí 3 GÍN KÙ.BABBAR ṣí-ba-sú ù NINDA a-na ša-na-at ú-bu-lu-nim ,"Karšini and Alili owe 6 shekels of silver plus 20 loaves of bread to Ištar-lamassī. Reckoned from the week of Aššur-imittī, month Ša-sarrātim, eponymy Aššur-imittī, they will bring 3 shekels of silver, its interest, plus the bread within one year. ",6 GÍN KÙ.BABBAR ù 20 ak-li i-ṣé-er kà-ar-ší-ni ù a-li-li IŠTAR-lá-ma-sí tí-šu iš-tù ḫa-muš-tim ša a-šur-i-mì-tí ITU.KAM ša sà-ra-tim li-mu-um a-šur-i-mì-tí 3 GÍN KÙ.BABBAR ṣí-ba-sú ù NINDA a-na ša-na-at ú-bu-lu-nim ,"Karšini and Alili owe 6 shekels of silver plus 20 loaves of bread to Ištar-lamassī. Reckoned from the week of Aššur-imittī, month Ša-sarrātim, eponymy Aššur-imittī, they will bring 3 shekels of silver, its interest, plus the bread within one year. "
394,394,,417,0,IGI wa-al-dí-DINGIR IGI i-na-aḫ,"Witnessed by Waldi-ilum, by Inah.",IGI wa-al-dí-DINGIR IGI i-na-aḫ,"Witnessed by Waldi-ilum, by Inah."
395,395,,418,0,<gap> ki KÙ.BABBAR a-na ší-a-ma-tim ša-lim-a-šur i-dí-šum ,<gap> Šalim-Aššur gave him the silver for purchases. ,<gap> ki KÙ.BABBAR a-na ší-a-ma-tim ša-lim-a-šur i-dí-šum ,<gap> Šalim-Aššur gave him the silver for purchases. 
396,396,,419,0,IGI en-na-sú-in DUMU i-ku-a-a IGI sà-li-a DUMU i-dí-a-šur IGI SIG₅-pí-a-šur IGI a-šur-na-da DUMU en-nam-a-šur,"Witnessed by Enna-Suen son of Ikuwaya, by Salliya son of Iddin-Aššur, by Damiq-pī-Aššur, by Aššur-nādā son of Ennam-Aššur.",IGI en-na-sú-in DUMU i-ku-a-a IGI sà-li-a DUMU i-dí-a-šur IGI SIG₅-pí-a-šur IGI a-šur-na-da DUMU en-nam-a-šur,"Witnessed by Enna-Suen son of Ikuwaya, by Salliya son of Iddin-Aššur, by Damiq-pī-Aššur, by Aššur-nādā son of Ennam-Aššur."
397,397,,420,0,5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-dí-a-bi-im a-šur-{d}UTU-ši i-šu iš-tù ḫa-mu-uš-tim ša a-mur-IŠTAR a-na 23 ḫa-am-ša-tim i-ša-qal šu-ma i-na u₄-me-šu ma-al-ú-tim la iš-qú-ul 1.5 GÍN.TA i ITU.KAM a-na ma-na-im ú-ṣa-áb ,"Iddin-abum owes 5 minas of refined silver to Aššur-šamši. Reckoned from the week of Amur-Ištar he must pay in 23 weeks. If he has not paid before the completion of his term, he must pay interest at the rate 1.5 shekel per month per mina. ",5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-dí-a-bi-im a-šur-{d}UTU-ši i-šu iš-tù ḫa-mu-uš-tim ša a-mur-IŠTAR a-na 23 ḫa-am-ša-tim i-ša-qal šu-ma i-na u₄-me-šu ma-al-ú-tim la iš-qú-ul 1.5 GÍN.TA i ITU.KAM a-na ma-na-im ú-ṣa-áb ,"Iddin-abum owes 5 minas of refined silver to Aššur-šamši. Reckoned from the week of Amur-Ištar he must pay in 23 weeks. If he has not paid before the completion of his term, he must pay interest at the rate 1.5 shekel per month per mina. "
398,398,,421,0,IGI a-mur-IŠTAR IGI la-qé-ep,"Witnessed by Amur-Ištar, by La-qēp.",IGI a-mur-IŠTAR IGI la-qé-ep,"Witnessed by Amur-Ištar, by La-qēp."
399,399,,422,0,15.3333 GÍN 15 ŠE KÙ.BABBAR i-ṣé-er kà-ar-ší-ni a-lá-ḫu-um i-šu iš-tù ḫa-mu-uš-tim ša kà-ší-im ITU.KAM be-el-té-kál-lim li-mu-um ša qá-tí a-šur-i-mì-tí <gap> a-na e-tí-šu i-ša-qal <gap> ,"Karšini owes 15.3333 shekels 15 grains of silver to Ali-ahum. Reckoned from the week of the -official, month Bēlat-ekallim, in the eponymy after that of Aššur-imittī, he will pay at the earliest convenience. ",15.3333 GÍN 15 ŠE KÙ.BABBAR i-ṣé-er kà-ar-ší-ni a-lá-ḫu-um i-šu iš-tù ḫa-mu-uš-tim ša kà-ší-im ITU.KAM be-el-té-kál-lim li-mu-um ša qá-tí a-šur-i-mì-tí <gap> a-na e-tí-šu i-ša-qal <gap> ,"Karšini owes 15.3333 shekels 15 grains of silver to Ali-ahum. Reckoned from the week of the -official, month Bēlat-ekallim, in the eponymy after that of Aššur-imittī, he will pay at the earliest convenience. "
400,400,,423,0,IGI wa-al-dí-lim IGI i-na-ar ,"Witnessed by Waldi-ilum, by Inar.",IGI wa-al-dí-lim IGI i-na-ar ,"Witnessed by Waldi-ilum, by Inar."
401,401,,424,0,6 GÍN KÙ.BABBAR i-ṣé-er kà-ar-ší-ni ù a-li-li <gap> IŠTAR-lá-ma-sí tí-šu iš-tù ḫa-mu-uš-tim ša a-šur-i-mì-tí ITU.KAM ša sà-ra-tim li-mu-um ša qá-té a-šur-i-mì-tí 3 GÍN KÙ.BABBAR ṣí-ba-sú ù 20 ak-li a-na ša-na-at ú-bu-lu-nim ," Karšini and Alili owe 6 shekels of silver to Ištar-lamassī. Reckoned from the week of Aššur-imittī, month Ša-sarrātim, in the eponymy after that of Aššur-imittī, they will bring 3 shekels of silver, its interest, plus 20 loaves of bread within one year. ",6 GÍN KÙ.BABBAR i-ṣé-er kà-ar-ší-ni ù a-li-li <gap> IŠTAR-lá-ma-sí tí-šu iš-tù ḫa-mu-uš-tim ša a-šur-i-mì-tí ITU.KAM ša sà-ra-tim li-mu-um ša qá-té a-šur-i-mì-tí 3 GÍN KÙ.BABBAR ṣí-ba-sú ù 20 ak-li a-na ša-na-at ú-bu-lu-nim ," Karšini and Alili owe 6 shekels of silver to Ištar-lamassī. Reckoned from the week of Aššur-imittī, month Ša-sarrātim, in the eponymy after that of Aššur-imittī, they will bring 3 shekels of silver, its interest, plus 20 loaves of bread within one year. "
402,402,,425,0,IGI wa-al-dí-lim IGI i-na-ar,"Witnessed by Waldi-ilum, by Inar.",IGI wa-al-dí-lim IGI i-na-ar,"Witnessed by Waldi-ilum, by Inar."
403,403,,426,0,1 ma-na KÙ.BABBAR iš-tù a-lim{ki} i-na e-lá-i-šu a-na IŠTAR-lá-ma-sí ù a-lá-ḫi-im SIG₅-pì-i-a-šùr DUMU IR-ad-ì-lí-šu i-ša-qal ,Damiq-pī-Aššur son of Warad-ilīšu will pay 1 mina of silver to Ištar-lamassī and Ali-ahum when he comes up from the City. ,1 ma-na KÙ.BABBAR iš-tù a-lim{ki} i-na e-lá-i-šu a-na IŠTAR-lá-ma-sí ù a-lá-ḫi-im SIG₅-pì-i-a-šùr DUMU IR-ad-ì-lí-šu i-ša-qal ,Damiq-pī-Aššur son of Warad-ilīšu will pay 1 mina of silver to Ištar-lamassī and Ali-ahum when he comes up from the City. 
404,404,,427,0,IGI a-dí-da IGI a-šùr-ba-ni IGI be-lúm-ba-ni,"Witnessed by Adida, by Aššur-bāni, by Bēlum-bāni.",IGI a-dí-da IGI a-šùr-ba-ni IGI be-lúm-ba-ni,"Witnessed by Adida, by Aššur-bāni, by Bēlum-bāni."
405,405,,428,0,8 ma-na KÙ.BABBAR ṣa-ru-pá-am PUZUR₄ <gap> a-na i-dí-a-bi-im i-dí-in i-na a-lim{ki} šu-mì DAM.GÀR-ri-im 2 ma-na KÙ.GI i-lá-pá-at ,Puzur-<gap> gave 8 minas of refined silver to Iddin-abum. He will book 2 minas of gold in the name of a merchant in the City. ,8 ma-na KÙ.BABBAR ṣa-ru-pá-am PUZUR₄ <gap> a-na i-dí-a-bi-im i-dí-in i-na a-lim{ki} šu-mì DAM.GÀR-ri-im 2 ma-na KÙ.GI i-lá-pá-at ,Puzur-<gap> gave 8 minas of refined silver to Iddin-abum. He will book 2 minas of gold in the name of a merchant in the City. 
406,406,,429,0,IGI la-qé-pí-im IGI la-qé-ep DUMU {d}EN.LÍL-ba-ni,"Witnessed by Lā-qēpum, by Lā-qēp s. of Illil-bāni.",IGI la-qé-pí-im IGI la-qé-ep DUMU {d}EN.LÍL-ba-ni,"Witnessed by Lā-qēpum, by Lā-qēp s. of Illil-bāni."
407,407,,430,0,a-šùr-DU₁₀ a-na É PUZUR₄-li-a ú-šé-ri-ib-ni-a-tí-ma 26.3333 ma-na 8 GÍN KÙ.BABBAR ku-nu-ki-šu a-na DINGIR-na-da DUMU a-šur-na-da ip-qí-id um-ma a-šùr-DU₁₀-ma KÙ.BABBAR a-ṣé-er en-na-nim DUMU am-ri-a bi-il₅ a-na a-wa-tim a-ni-a-tim kà-ru-um wa-aḫ-šu-ša-na ṣa-ḫe-er GAL i-dí-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in ,"Aššur-ṭāb led us into Puzur-iliya's house and entrusted 26.3333 minas 8 shekels of silver under his seal to Ilī-nādā son of Aššur-nādā. Aššur-tāb said: Bring the silver to Ennānum son of Amriya."" The Wahšušana colony in plenary session gave us as witnesses to these proceedings, and we gave our testimony before Aššur's dagger. ",a-šùr-DU₁₀ a-na É PUZUR₄-li-a ú-šé-ri-ib-ni-a-tí-ma 26.3333 ma-na 8 GÍN KÙ.BABBAR ku-nu-ki-šu a-na DINGIR-na-da DUMU a-šur-na-da ip-qí-id um-ma a-šùr-DU₁₀-ma KÙ.BABBAR a-ṣé-er en-na-nim DUMU am-ri-a bi-il₅ a-na a-wa-tim a-ni-a-tim kà-ru-um wa-aḫ-šu-ša-na ṣa-ḫe-er GAL i-dí-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in ,"Aššur-ṭāb led us into Puzur-iliya's house and entrusted 26.3333 minas 8 shekels of silver under his seal to Ilī-nādā son of Aššur-nādā. Aššur-tāb said: Bring the silver to Ennānum son of Amriya."" The Wahšušana colony in plenary session gave us as witnesses to these proceedings, and we gave our testimony before Aššur's dagger. "
408,408,,431,0,IGI PUZUR₄-a-šur DUMU šu-lá-ba-an IGI ku-da-tim DUMU a-mur-IŠTAR ,"Witnessed by Puzur-Aššur son of Šu-Laban, by Kudātum son of Amur-Ištar;",IGI PUZUR₄-a-šur DUMU šu-lá-ba-an IGI ku-da-tim DUMU a-mur-IŠTAR ,"Witnessed by Puzur-Aššur son of Šu-Laban, by Kudātum son of Amur-Ištar;"
409,409,,432,0,§ ib-ni-{d}IM DUMU bu-zu-li-a tap-pá-i-ni," Ibni-Adad son of Buzuliya was our absent partner.""",§ ib-ni-{d}IM DUMU bu-zu-li-a tap-pá-i-ni," Ibni-Adad son of Buzuliya was our absent partner."""
410,410,,433,0,20 ma-na KÙ.BABBAR ṣa-ru-pu-um i-ṣé-er i-dí-a-bi₄-im šu-{d}EN.LÍL i-šu iš-tù ḫa-mu-uš-tim ša kà-ší-im <gap> a-na 13 ḫa-am-ša-tim i-ša-qal šu-ma i-na ma-la u₄-me-šu lá eš-qú-ul 1.5 GÍN.TA i-na ITU.KAM a-na 1 ma-na-im ú-ṣa-áb ,"Iddin-abum owes 20 minas of refined silver to Šu-Illil. Reckoned from the week of the kaššum he must pay within 13 weeks. If he has not paid at the completion of his term, he must pay interest at the rate 1.5 shekel per month per mina. ",20 ma-na KÙ.BABBAR ṣa-ru-pu-um i-ṣé-er i-dí-a-bi₄-im šu-{d}EN.LÍL i-šu iš-tù ḫa-mu-uš-tim ša kà-ší-im <gap> a-na 13 ḫa-am-ša-tim i-ša-qal šu-ma i-na ma-la u₄-me-šu lá eš-qú-ul 1.5 GÍN.TA i-na ITU.KAM a-na 1 ma-na-im ú-ṣa-áb ,"Iddin-abum owes 20 minas of refined silver to Šu-Illil. Reckoned from the week of the kaššum he must pay within 13 weeks. If he has not paid at the completion of his term, he must pay interest at the rate 1.5 shekel per month per mina. "
411,411,,434,0,IGI PUZUR₄-a-šùr IGI a-šùr-i-mì-tí IGI šu-a-nim IGI a-šùr-be-el-a-wa-tim,"Witnessed by Puzur-Aššur, by Aššur-imitti, by Šu-Anum, by Aššur-bēl-awātim.",IGI PUZUR₄-a-šùr IGI a-šùr-i-mì-tí IGI šu-a-nim IGI a-šùr-be-el-a-wa-tim,"Witnessed by Puzur-Aššur, by Aššur-imitti, by Šu-Anum, by Aššur-bēl-awātim."
412,412,,435,0,41 ma-na 11.5 GÍN KÙ.BABBAR ṣa-ru-pá-am ku-nu-ku ša ki-ma šu-a-tí ú ku-nu-ki-a 3 né-pí-šu a-ḫa-ma 0.6666 ma-na 1 GÍN KÙ.BABBAR ša-du-a-sú mì-ma a-nim a-na šu-nu-nu ù ì-lí-áš-ra-ni áp-qí-id-ma a-na ṣé-er ša-lim-a-šur a-na a-lim{ki} ub-lu a-ḫa-ma 5 GÍN KÙ.BABBAR a-na ú-ku-ul-tí-šu-nu a-dí-šu-nu-tí ,"41 minas 11.5 shekels of refined silver, sealed by your representatives and by me - 3 packages; further, 0.6666 mina 1 shekel of silver, its transport tariff - all this I entrusted to Šu-Nūnu and Ilī-ašrannī, and they brought it to Šalim-Aššur in the City. Furthermore, 5 shekels of silver I gave them for their food. ",41 ma-na 11.5 GÍN KÙ.BABBAR ṣa-ru-pá-am ku-nu-ku ša ki-ma šu-a-tí ú ku-nu-ki-a 3 né-pí-šu a-ḫa-ma 0.6666 ma-na 1 GÍN KÙ.BABBAR ša-du-a-sú mì-ma a-nim a-na šu-nu-nu ù ì-lí-áš-ra-ni áp-qí-id-ma a-na ṣé-er ša-lim-a-šur a-na a-lim{ki} ub-lu a-ḫa-ma 5 GÍN KÙ.BABBAR a-na ú-ku-ul-tí-šu-nu a-dí-šu-nu-tí ,"41 minas 11.5 shekels of refined silver, sealed by your representatives and by me - 3 packages; further, 0.6666 mina 1 shekel of silver, its transport tariff - all this I entrusted to Šu-Nūnu and Ilī-ašrannī, and they brought it to Šalim-Aššur in the City. Furthermore, 5 shekels of silver I gave them for their food. "
413,413,,436,0,IGI a-ḫu-wa-qar DUMU šu-IŠTAR IGI ba-zi-a DUMU DINGIR-ku-ru-ub IGI DUMU qar-da-a ,"Witnessed by Ahu-waqar son of Šu-Ištar, by Baziya son of Ilī-kurub, by the son of Qardaya.",IGI a-ḫu-wa-qar DUMU šu-IŠTAR IGI ba-zi-a DUMU DINGIR-ku-ru-ub IGI DUMU qar-da-a ,"Witnessed by Ahu-waqar son of Šu-Ištar, by Baziya son of Ilī-kurub, by the son of Qardaya."
414,414,,437,0,a-ḫa-ma 10 GÍN KÙ.BABBAR a bé-a-lim a-na šu-nu-nu 7 GÍN KÙ.BABBAR a-na ì-lí-áš-ra-ni ma-aḫ-ri-šu-nu a-dí-in," Furthermore, I gave 10 shekels of silver to Šu-Nūnu as a working capital and 7 shekels of silver to Ilī-ašrannī witnessed by them.",a-ḫa-ma 10 GÍN KÙ.BABBAR a bé-a-lim a-na šu-nu-nu 7 GÍN KÙ.BABBAR a-na ì-lí-áš-ra-ni ma-aḫ-ri-šu-nu a-dí-in," Furthermore, I gave 10 shekels of silver to Šu-Nūnu as a working capital and 7 shekels of silver to Ilī-ašrannī witnessed by them."
415,415,,439,0,IGI ku-ra-a DUMU ú-lá-a IGI en-um-a-šur DUMU ḫu-ra-ṣí,"Witnessed by Kuraya son of Ulaya, by Ennam-Aššur son of hurāṣī.""",IGI ku-ra-a DUMU ú-lá-a IGI en-um-a-šur DUMU ḫu-ra-ṣí,"Witnessed by Kuraya son of Ulaya, by Ennam-Aššur son of hurāṣī."""
416,416,,440,0,8 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ku-pí-a DUMU šu-a-nim i-na ší-im SÍG.ḪI.A ša ú-ší-na-lam il₅-qé ,Ikūn-piya son of Šu-Anum has received 8 minas of refined silver from the proceeds of Ušinalam's wool. ,8 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ku-pí-a DUMU šu-a-nim i-na ší-im SÍG.ḪI.A ša ú-ší-na-lam il₅-qé ,Ikūn-piya son of Šu-Anum has received 8 minas of refined silver from the proceeds of Ušinalam's wool. 
417,417,,441,0,IGI i-dí-ku-bi₄-im IGI ú-zu-bi₄-iš-ki-im a-ḫi-šu IGI en-na-sú-in,"Witnessed by Iddin-Kūbum, by Uzub-iškum his brother, by Enna-Suen.",IGI i-dí-ku-bi₄-im IGI ú-zu-bi₄-iš-ki-im a-ḫi-šu IGI en-na-sú-in,"Witnessed by Iddin-Kūbum, by Uzub-iškum his brother, by Enna-Suen."
418,418,,442,0,i-sú-ri-ik a-na a-lim{ki} i-lá-ak-ma É-tí-šu ša bu-ri-im a-šar a-ni ša-lim-a-šùr wa-áš-bu-ni a-na tù-ud-ḫi-li-a a-ḫu tù-li a-na ší-mì-im i-dí-šu-nu a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in ,"As Issu-arik will go to the City, he sold his houses by the well, where at present Šalim-Aššur is living, to Tudhiliya the brother of Tuli. The Kanesh colony gave us for these proceedings, and we gave a tablet with our testimony before the dagger of Aššur. ",i-sú-ri-ik a-na a-lim{ki} i-lá-ak-ma É-tí-šu ša bu-ri-im a-šar a-ni ša-lim-a-šùr wa-áš-bu-ni a-na tù-ud-ḫi-li-a a-ḫu tù-li a-na ší-mì-im i-dí-šu-nu a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in ,"As Issu-arik will go to the City, he sold his houses by the well, where at present Šalim-Aššur is living, to Tudhiliya the brother of Tuli. The Kanesh colony gave us for these proceedings, and we gave a tablet with our testimony before the dagger of Aššur. "
419,419,,443,0,IGI sú-kà-lí-a DUMU a-mur-a-šùr IGI a-ku-za DUMU šu-a-nim IGI ú-ra-a DUMU ma-na-na,"Witnessed by Sukkalliya son of Amur-Aššur, by Akuza son of Šu-Anum, by Uraya son of Manana.",IGI sú-kà-lí-a DUMU a-mur-a-šùr IGI a-ku-za DUMU šu-a-nim IGI ú-ra-a DUMU ma-na-na,"Witnessed by Sukkalliya son of Amur-Aššur, by Akuza son of Šu-Anum, by Uraya son of Manana."
420,420,,445,0,IGI ú-ra-a IGI ì-lí-dan IGI ma-nu-um-ba-lúm-a-šur,"Witnessed by Uraya, by Ilī-dan, by Mannum-balum-Aššur.""",IGI ú-ra-a IGI ì-lí-dan IGI ma-nu-um-ba-lúm-a-šur,"Witnessed by Uraya, by Ilī-dan, by Mannum-balum-Aššur."""
421,421,,446,0,56 ma-na KÙ.BABBAR i-na KÙ.BABBAR-áp a-šur-i-dí ú-ṣú-ur-ša-a-šur ù a-šur-DU₁₀ a-na ša-lim-a-šur iš-qú-lu-ma 4 ma-na KÙ.BABBAR i-ší-tám-ma ṭup-pá-am ša ú-ṣú-ur-ša-a-šur ù a-šur-DU₁₀ ša-lim-a-šur il₅-pu-ut-ma ṭup-pá-am ša 1 GÚ KÙ.BABBAR ša ḫu-bu-ul a-šur-i-dí DUMU sá-ta-a a-na ú-ṣú-ur-ša-a-šur ù a-šur-DU₁₀ ša-lim-a-šur ú-ší-ir ,"Uṣur-ša-Aššur and Aššur-ṭāb have paid 56 minas of silver from Aššur-idī's silver to Šalim-Aššur, but 4 minas of silver remain (unpaid), and Šalim-Aššur wrote a debt note for Uṣur-ša-Aššur and Aššur-ṭāb and released the (old) tablet concerning 1 talent of silver, the debt of Aššur-idī son of Sadaya to Uṣur-ša-Aššur and Aššur-ṭāb. ",56 ma-na KÙ.BABBAR i-na KÙ.BABBAR-áp a-šur-i-dí ú-ṣú-ur-ša-a-šur ù a-šur-DU₁₀ a-na ša-lim-a-šur iš-qú-lu-ma 4 ma-na KÙ.BABBAR i-ší-tám-ma ṭup-pá-am ša ú-ṣú-ur-ša-a-šur ù a-šur-DU₁₀ ša-lim-a-šur il₅-pu-ut-ma ṭup-pá-am ša 1 GÚ KÙ.BABBAR ša ḫu-bu-ul a-šur-i-dí DUMU sá-ta-a a-na ú-ṣú-ur-ša-a-šur ù a-šur-DU₁₀ ša-lim-a-šur ú-ší-ir ,"Uṣur-ša-Aššur and Aššur-ṭāb have paid 56 minas of silver from Aššur-idī's silver to Šalim-Aššur, but 4 minas of silver remain (unpaid), and Šalim-Aššur wrote a debt note for Uṣur-ša-Aššur and Aššur-ṭāb and released the (old) tablet concerning 1 talent of silver, the debt of Aššur-idī son of Sadaya to Uṣur-ša-Aššur and Aššur-ṭāb. "
422,422,,447,0,IGI a-šur-i-mì-tí DUMU a-ta-a IGI a-da-da DUMU {d}IM.GAL ,"Witnessed by Aššur-imittī son of Ataya, by Adada son of Adad-rabi;",IGI a-šur-i-mì-tí DUMU a-ta-a IGI a-da-da DUMU {d}IM.GAL ,"Witnessed by Aššur-imittī son of Ataya, by Adada son of Adad-rabi;"
423,423,,448,0,§ PUZUR₄-tí-a-am-tim tap-pá-i-ni a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-ìš ṣa-ḫe-er GAL i-dí-ni-a-tí-ma IGI GÍR ša a-šur ṭup-pá-am ni-dí-in a-da-da GÍR ša a-šur iṣ-ba-at-ma i-sá-a DUMU da-ga-ma-al-ki-im pì-šu iš-me, Puzur-Ti'amtum was our (absent) partner. The plenary assembly of the Kanesh colony gave for these proceedings and we gave the tablet before Aššur's dagger. Adada seized Aššur's dagger and Isaya son of Dagan-malkum heard his statement.,§ PUZUR₄-tí-a-am-tim tap-pá-i-ni a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-ìš ṣa-ḫe-er GAL i-dí-ni-a-tí-ma IGI GÍR ša a-šur ṭup-pá-am ni-dí-in a-da-da GÍR ša a-šur iṣ-ba-at-ma i-sá-a DUMU da-ga-ma-al-ki-im pì-šu iš-me, Puzur-Ti'amtum was our (absent) partner. The plenary assembly of the Kanesh colony gave for these proceedings and we gave the tablet before Aššur's dagger. Adada seized Aššur's dagger and Isaya son of Dagan-malkum heard his statement.
